n,mae,rmse,me,r2_holdout,slope_visible_pred_vs_real,intercept_visible_pred_vs_real,n_visible_0_80
2391,13.071812389181975,181.19702366638563,8.971701806821208,-222.75484727662086,0.5494073088524649,1.8739927099396845,2345
