modelo,split,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
XGB,train,9560,2.302336698309148,5.858578455122145,0.8233729004859924,-0.805322939244773,0.45690376569037655,3.856166517086109,0.5650627615062761,0.8182008368200837,0.927092050209205,6.512238493723849,5.706915554479076,14,1117,869,0.9102416570771001,0.7081468218442256,0.7965760322255792,0.9577405857740586,8365,78,326,791
