modelo,split,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
RF,train,9560,2.715021928537372,8.184862545482972,0.8740079606452504,-1.2921580369492178,0.46694560669456064,4.718611911280667,0.5556485355648536,0.8029288702928871,0.919560669456067,6.512238493723849,5.220080456774632,14,1117,832,0.9002403846153846,0.6705461056401074,0.7685992816829142,0.9528242677824268,8360,83,368,749
