modelo,split,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
LR,train,9560,2.0979108139697122,6.202356348663824,0.6706656383720884,-0.48412625480117066,0.49330543933054394,3.388929348355154,0.6123430962343096,0.8464435146443514,0.9371338912133891,6.512238493723849,6.028112238922678,14,1117,861,0.9128919860627178,0.7036705461056401,0.79474216380182,0.957531380753138,8368,75,331,786
