modelo,n_folds,n_casos_promedio_fold,mae_mean,mae_std,rmse_mean,rmse_std,medae_mean,medae_std,me_mean,me_std,pup_mean,pup_std,mae_asimetrico_alpha_2_mean,mae_asimetrico_alpha_2_std,precision_plos_14_mean,precision_plos_14_std,recall_plos_14_mean,recall_plos_14_std,f1_plos_14_mean,f1_plos_14_std
LR,5,1912.0,3.599688688405691,0.6743457127330553,16.894860812565714,14.768215979023461,0.9285626172849353,0.03267159953885693,-0.9862996610467494,0.5266329198511609,0.4778165483699067,0.021628269716662773,5.892682863131911,0.7831391133790502,0.8150249282048296,0.026935639498865807,0.4905909673286355,0.03157172289964752,0.6122927421914347,0.031129084955019256
RF,5,1912.0,3.3173207613103757,0.17028421854378967,9.71189434756398,0.5887296941752408,0.9196557784545532,0.01966506578247503,-1.5665718389921754,0.11348592118170167,0.4823181225577967,0.01487524090537838,5.759267061461651,0.3099884752413301,0.7918696993049261,0.02957925742967328,0.5290478859705317,0.02949543627898053,0.6338326665651783,0.024594043466896205
XGB,5,1912.0,3.1006845260426723,0.1267023469396378,8.336771669846915,0.6178380230155281,0.8866832733154297,0.026004305562187205,-1.1778099432225253,0.12742258185392036,0.45836578365079833,0.020088864325918235,5.2399317606752716,0.2447823024294181,0.773037590541727,0.027206955820439613,0.6132487187700193,0.027818704805202522,0.6834926694015343,0.02069960952736306
