modelo,split,tramo,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
RF,holdout,0-2,1183,0.8514109623408773,1.633410303221511,0.4739440363739895,0.7701118723076028,0.19695688926458157,0.8920605073575144,0.7776838546069316,0.9459002535925612,0.9907016060862215,1.2299239222316145,2.0000357945392175,14,0,1,0.0,0.0,0.0,0.9991546914623838,1182,1,0,0
RF,holdout,3-6,680,1.6466377031042605,2.731885332663487,1.0873133994972335,-0.15909139481751905,0.6529411764705882,2.5495022520651505,0.46911764705882353,0.8705882352941177,0.975,4.0323529411764705,3.8732615463589517,14,0,9,0.0,0.0,0.0,0.986764705882353,671,9,0,0
RF,holdout,7-13,249,4.266182471831946,5.318613707722908,3.9320688929525405,-1.644338352225718,0.714859437751004,7.221442883860777,0.10040160642570281,0.40963855421686746,0.8554216867469879,9.028112449799197,7.383774097573479,14,0,23,0.0,0.0,0.0,0.9076305220883534,226,23,0,0
RF,holdout,14+ (PLOS),279,15.106435505480329,23.112703822344816,10.437750259789878,-12.846596764621316,0.8351254480286738,29.08295164053115,0.03225806451612903,0.12186379928315412,0.3225806451612903,30.982078853046595,18.13548208842528,14,279,150,1.0,0.5376344086021505,0.6993006993006993,0.5376344086021505,0,0,129,150
