modelo,split,tramo,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
XGB,holdout,0-2,1183,0.7935112335184622,1.6207660497246155,0.47536587715148926,0.7041495088377648,0.17159763313609466,0.8381920958588109,0.7945900253592562,0.9636517328825022,0.9923922231614539,1.2299239222316145,1.9340734310693792,14,0,4,0.0,0.0,0.0,0.9966187658495351,1179,4,0,0
XGB,holdout,3-6,680,1.5665384662501953,2.629444080416669,0.9859315156936646,-0.22349577703896692,0.6867647058823529,2.461555587894776,0.5044117647058823,0.8911764705882353,0.9720588235294118,4.0323529411764705,3.8088571641375037,14,0,12,0.0,0.0,0.0,0.9823529411764705,668,12,0,0
XGB,holdout,7-13,249,4.099605031760342,4.923635710454083,3.603193998336792,-1.762564804659311,0.7188755020080321,7.030689949970169,0.10040160642570281,0.40160642570281124,0.8755020080321285,9.028112449799197,7.265547645139886,14,0,25,0.0,0.0,0.0,0.8995983935742972,224,25,0,0
XGB,holdout,14+ (PLOS),279,13.668216224212372,19.762412131251367,10.478080749511719,-9.115363367996762,0.7885304659498208,25.06000602031694,0.05734767025089606,0.16487455197132617,0.3225806451612903,30.982078853046595,21.86671548504983,14,279,164,1.0,0.5878136200716846,0.7404063205417607,0.5878136200716846,0,0,115,164
