modelo,n_casos_los_lt_14,mae_los_lt_14,rmse_los_lt_14,me_los_lt_14,pup_los_lt_14,mae_asim_los_lt_14,pct_le_1d_los_lt_14,pct_le_3d_los_lt_14,pct_le_7d_los_lt_14
LR,2112,1.3696948837198646,2.3852233983327547,0.0570706470591498,0.42424242424242425,2.026007002050222,0.6055871212121212,0.8773674242424242,0.9815340909090909
XGB,2112,1.432183522353598,2.5603890845554673,0.11465582585625468,0.4019886363636363,2.0909473706022697,0.6193181818181818,0.8740530303030303,0.9720643939393939
RF,2112,1.5100436752113207,2.6893165229021077,0.18627838388247037,0.4048295454545454,2.1719263208757464,0.5984848484848485,0.8584280303030303,0.9696969696969697
