modelo,split,segmento,es_urgencia,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
RF,train,programado,0,6772,1.7676041631929869,6.163823010122169,0.6688576740709062,-0.7492579302803035,0.4503839338452451,3.0260352099296317,0.666420555227407,0.88806851742469,0.958653278204371,4.421884229178972,3.6726262988986687,14,396,326,0.901840490797546,0.7424242424242424,0.8144044321329641,0.9802126402835204,6344,32,102,294
RF,train,urgente,1,2788,5.016282009926243,11.723081440798103,2.1284591503707437,-2.610852270221057,0.5071736011477762,8.829849149999895,0.2865853658536585,0.5961262553802008,0.8246054519368723,11.589670014347202,8.978817744126145,14,721,506,0.8992094861660079,0.6310679611650486,0.7416462917685411,0.8862984218077475,2016,51,266,455
