modelo,split,segmento,es_urgencia,tramo,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio,umbral_plos,n_plos_real,n_plos_pred,precision_plos_14,recall_plos_14,f1_plos_14,accuracy_plos_14,tn_plos_14,fp_plos_14,fn_plos_14,tp_plos_14
LR,train,programado,0,0-2,3930,0.42387853565009576,0.6441432387503279,0.2770663788807224,0.23982787315002949,0.37150127226463103,0.5159038669001288,0.9022900763358779,0.9954198473282443,1.0,1.2633587786259541,1.5031866517759835,14,0,0,0.0,0.0,0.0,1.0,3930,0,0,0
LR,train,programado,0,3-6,2006,0.9847882963001444,1.3912628054311416,0.7446713591949663,-0.32574125219046746,0.6575274177467597,1.6400530705454501,0.6246261216350947,0.9626121635094715,0.9975074775672981,3.8639082751744764,3.5381670229840085,14,0,3,0.0,0.0,0.0,0.9985044865403788,2003,3,0,0
LR,train,programado,0,7-13,440,2.640685894439599,3.618085870804526,2.240993466288626,-1.1085032683052214,0.6795454545454546,4.515280475812009,0.24545454545454545,0.65,0.9681818181818181,8.838636363636363,7.730133095331142,14,0,19,0.0,0.0,0.0,0.9568181818181818,421,19,0,0
LR,train,programado,0,14+ (PLOS),396,9.342614788224932,14.691254872259655,6.009268266634385,-3.8674676996784965,0.6666666666666666,15.947656032176644,0.11363636363636363,0.27525252525252525,0.553030303030303,33.686868686868685,29.81940098719019,14,396,292,1.0,0.7373737373737373,0.8488372093023255,0.7373737373737373,0,0,104,292
LR,train,urgente,1,0-2,799,0.9100088694767722,1.3207022537514856,0.6401809622790176,0.7096380865774553,0.25782227784730916,1.0101942609264307,0.6795994993742178,0.9624530663329162,0.9974968710888611,1.2077596996245306,1.917397786201986,14,0,0,0.0,0.0,0.0,1.0,799,0,0,0
LR,train,urgente,1,3-6,714,1.5002713453547183,2.1207132681304373,1.0806041251736676,0.12569739336150698,0.5532212885154062,2.187558321351324,0.469187675070028,0.876750700280112,0.9901960784313726,4.295518207282913,4.42121560064442,14,0,2,0.0,0.0,0.0,0.9971988795518207,712,2,0,0
LR,train,urgente,1,7-13,554,3.0402849548690964,3.8629113299954945,2.5454273532456417,-0.5879301382294106,0.6155234657039711,4.854392501418351,0.20216606498194944,0.5794223826714802,0.9386281588447654,9.359205776173285,8.771275637943875,14,0,59,0.0,0.0,0.0,0.8935018050541517,495,59,0,0
LR,train,urgente,1,14+ (PLOS),721,9.064820301499614,14.744679837058582,5.631932931647938,-2.4307340284694963,0.6407766990291263,14.812597466484167,0.14147018030513175,0.29542302357836336,0.5811373092926491,32.03190013869626,29.60116611022676,14,721,548,1.0,0.7600554785020804,0.8636721828211189,0.7600554785020804,0,0,173,548
