modelo,alcance,segmento,tramo_real,metrica,valor,ic95_inf,ic95_sup,n_boot,n
LR,global,todos,todos,mae,13.071812389181975,6.9504749529299605,20.955972226706574,2000,2391
LR,global,todos,todos,rmse,181.19702366638563,54.93788606615768,280.01257066655603,2000,2391
LR,global,todos,todos,medae,0.8983097359482759,0.8222871510739824,0.9860522069973732,2000,2391
LR,global,todos,todos,me,8.971701806821208,2.886319160275892,16.681007710162323,2000,2391
LR,global,todos,todos,pup,0.5010455876202425,0.4822250104558762,0.5211208699289,2000,2391
LR,global,todos,todos,mae_asimetrico_alpha_2,15.121867680362358,8.716750908635793,23.51554508092893,2000,2391
LR,global,todos,todos,precision_plos_14,0.6971153846153846,0.6393010227101821,0.7605633802816901,2000,2391
LR,global,todos,todos,recall_plos_14,0.5197132616487455,0.4589475086971159,0.5762126961999173,2000,2391
LR,global,todos,todos,f1_plos_14,0.595482546201232,0.5446905485367024,0.6463951604367332,2000,2391
XGB,global,todos,todos,mae,2.8599765439707237,2.604137628189565,3.143089929150773,2000,2391
XGB,global,todos,todos,rmse,7.166820214368142,6.0315251066408795,8.37340994275714,2000,2391
XGB,global,todos,todos,medae,0.8359100000000002,0.7954825999999999,0.8914177000000001,2000,2391
XGB,global,todos,todos,me,-0.9623727713065664,-1.2427895109314513,-0.678549881801171,2000,2391
XGB,global,todos,todos,pup,0.44709326641572567,0.42701798410706815,0.4671685487243831,2000,2391
XGB,global,todos,todos,mae_asimetrico_alpha_2,4.771151201609368,4.291270737993936,5.292872743342284,2000,2391
XGB,global,todos,todos,precision_plos_14,0.8,0.7427177368988815,0.8522857060452238,2000,2391
XGB,global,todos,todos,recall_plos_14,0.5878136200716846,0.5333272058823529,0.6474827034923785,2000,2391
XGB,global,todos,todos,f1_plos_14,0.6776859504132232,0.6289579503676471,0.7242077971960822,2000,2391
