segmento,tramo_los_real,n_casos,los_real_promedio,los_predicho_promedio,error_promedio_pred_menos_real,mae
programado,0-2,983,1.2533062054933877,1.7356889840854528,0.48238277859206513,0.5694763659043743
programado,3-6,501,3.93812375249501,3.4092877790419163,-0.5288359734530937,1.2707929275449104
programado,7-13,110,8.981818181818182,6.6004156027272725,-2.3814025790909095,4.36023607
programado,14+ (PLOS),99,32.23232323232323,22.371523721212125,-9.86079951111111,14.472726076767676
urgente,0-2,200,1.115,2.90913298325,1.79413298325,1.8946426087500001
urgente,3-6,179,4.29608938547486,4.927204983240223,0.6311155977653631,2.3942955329608937
urgente,7-13,139,9.06474820143885,7.791911161870504,-1.2728370395683453,3.8933502525179855
urgente,14+ (PLOS),180,30.294444444444444,21.589070834999998,-8.705373609444443,13.225735753888888
