tramo,n_casos,los_real_promedio,los_pred_promedio,mae,rmse,medae,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,sobreestimacion_media_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x
0-2,1183,1.2366863905325445,1.9728442,0.8228332723789263,1.386547239759405,0.5147261619567871,0.7361577934162756,0.2147083685545224,0.7852916314454776,0.7734573119188504,0.9518174133558749,0.9957734573119188,0.20184466852916508,0.9926191769837049,0.8661710118602517,0.9095087513415772
3-6,680,4.004411764705883,3.5930912,1.4397822574657553,2.2624641539063055,1.076772689819336,-0.411320605523446,0.7529411764705882,0.24705882352941178,0.47205882352941175,0.9073529411764706,0.9838235294117647,1.2292479949537665,2.081410486073721,2.365333688960356,3.2908851204549565
7-13,249,9.220883534136545,7.35864,4.388962906527232,5.578674768063991,4.040984153747559,-1.8622433727524845,0.751004016064257,0.24899598393574296,0.08433734939759036,0.3373493975903614,0.8835341365461847,4.161899367755747,5.073815837983163,7.51456604616709,10.640169185806949
14-26,157,18.21019108280255,12.828552,8.39817630561294,9.803371312465941,8.057279586791992,-5.381638086525498,0.7898089171974523,0.21019108280254778,0.01910828025477707,0.16560509554140126,0.42038216560509556,8.723511530506995,7.175704551465584,15.28808350168216,22.17799069775138
27+,122,49.15573770491803,33.62646,24.149683264435314,33.352401304122026,18.608388900756836,-15.529278348703853,0.8114754098360656,0.1885245901639344,0.0,0.03278688524590164,0.1885245901639344,24.448653115166557,22.862813037374746,43.9891640710049,63.82864487757448
