mae,rmse,medae,wape,smape,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,subestimacion_mediana_solo_subestimados,subestimacion_p90_solo_subestimados,sobreestimacion_media_solo_sobrestimados,sobreestimacion_mediana_solo_sobrestimados,sobreestimacion_p90_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x,precision_plos_27,recall_plos_27,f1_plos_27
3.2679741033088487,8.959029940298976,0.9717869691956667,0.5094357856962554,0.47187181844571124,-1.5879621250782194,0.4345462149728147,0.5654537850271852,0.5094102885821832,0.7653701380175659,0.8987871183605186,5.587364543827468,1.7535212901600898,13.581132188996882,1.4855431360759745,0.7152718740774777,3.4895127744346097,5.695942217502384,8.123910331695917,0.8085106382978723,0.3114754098360656,0.4497041420118344
