metrica,valor,ic95_inf,ic95_sup,n_boot,n,modelo,alcance,segmento,tramo_real
tn_plos_14,174.0,,,3000,179,RF,segmento_tramo_real,urgente,3-6
fp_plos_14,5.0,,,3000,179,RF,segmento_tramo_real,urgente,3-6
fn_plos_14,0.0,,,3000,179,RF,segmento_tramo_real,urgente,3-6
tp_plos_14,0.0,,,3000,179,RF,segmento_tramo_real,urgente,3-6
mae,4.09164132949535,3.6016649109545646,4.6352342102750095,3000,139,RF,segmento_tramo_real,urgente,7-13
rmse,5.221995564936281,4.290050557641393,6.217043902160273,3000,139,RF,segmento_tramo_real,urgente,7-13
medae,3.6341889321456087,2.8114422612303924,4.137625444967657,3000,139,RF,segmento_tramo_real,urgente,7-13
me_sesgo_pred_menos_real,-0.8816942623086493,-1.7385294780487324,-0.02395821944892868,3000,139,RF,segmento_tramo_real,urgente,7-13
pup_subestimacion,0.6330935251798561,0.5539568345323741,0.7122302158273381,3000,139,RF,segmento_tramo_real,urgente,7-13
mae_asimetrico_alpha_2,6.57830912539735,5.837688088349188,7.368733363000397,3000,139,RF,segmento_tramo_real,urgente,7-13
pct_error_abs_le_1d,0.1079136690647482,0.05755395683453238,0.15827338129496402,3000,139,RF,segmento_tramo_real,urgente,7-13
pct_error_abs_le_3d,0.4316546762589928,0.35251798561151076,0.5179856115107914,3000,139,RF,segmento_tramo_real,urgente,7-13
pct_error_abs_le_7d,0.8705035971223022,0.8129496402877698,0.920863309352518,3000,139,RF,segmento_tramo_real,urgente,7-13
precision_plos_14,0.0,0.0,0.0,3000,139,RF,segmento_tramo_real,urgente,7-13
recall_plos_14,,,,3000,139,RF,segmento_tramo_real,urgente,7-13
f1_plos_14,,,,3000,139,RF,segmento_tramo_real,urgente,7-13
accuracy_plos_14,0.8992805755395683,0.8489208633093526,0.9424460431654677,3000,139,RF,segmento_tramo_real,urgente,7-13
n_plos_real_14,0.0,,,3000,139,RF,segmento_tramo_real,urgente,7-13
n_plos_pred_14,14.0,,,3000,139,RF,segmento_tramo_real,urgente,7-13
tn_plos_14,125.0,,,3000,139,RF,segmento_tramo_real,urgente,7-13
fp_plos_14,14.0,,,3000,139,RF,segmento_tramo_real,urgente,7-13
fn_plos_14,0.0,,,3000,139,RF,segmento_tramo_real,urgente,7-13
tp_plos_14,0.0,,,3000,139,RF,segmento_tramo_real,urgente,7-13
mae,14.032882851120762,11.675413726035588,16.806672911754053,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
rmse,22.44481001184347,16.168580301272737,29.339710498306168,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
medae,9.908032886212318,9.302361773152793,10.888855844443219,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
me_sesgo_pred_menos_real,-12.136699267871958,-15.106311131050978,-9.570155110541375,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
pup_subestimacion,0.8444444444444444,0.7944444444444444,0.8944444444444445,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
mae_asimetrico_alpha_2,27.11767391061712,22.393936836070246,32.67885005976037,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
pct_error_abs_le_1d,0.03888888888888889,0.011111111111111112,0.06666666666666667,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
pct_error_abs_le_3d,0.1388888888888889,0.08888888888888889,0.18888888888888888,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
pct_error_abs_le_7d,0.3611111111111111,0.29444444444444445,0.42777777777777776,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
precision_plos_14,1.0,1.0,1.0,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
recall_plos_14,0.5055555555555555,0.43333333333333335,0.5777777777777777,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
f1_plos_14,0.6715867158671587,0.6046511627906976,0.732394366197183,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
accuracy_plos_14,0.5055555555555555,0.43333333333333335,0.5777777777777777,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
n_plos_real_14,180.0,,,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
n_plos_pred_14,91.0,,,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
tn_plos_14,0.0,,,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
fp_plos_14,0.0,,,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
fn_plos_14,89.0,,,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
tp_plos_14,91.0,,,3000,180,RF,segmento_tramo_real,urgente,14+ (PLOS)
mae,0.5694763659043743,0.5217912401891149,0.6224470441244151,3000,983,XGB,segmento_tramo_real,programado,0-2
rmse,0.9986532254893157,0.8085645140084013,1.2185210821125385,3000,983,XGB,segmento_tramo_real,programado,0-2
medae,0.4322729999999999,0.40468550000000003,0.4541712000000002,3000,983,XGB,segmento_tramo_real,programado,0-2
me_sesgo_pred_menos_real,0.48238277859206513,0.4315609648082401,0.5403679092720245,3000,983,XGB,segmento_tramo_real,programado,0-2
pup_subestimacion,0.18514750762970497,0.1607324516785351,0.20854526958290945,3000,983,XGB,segmento_tramo_real,programado,0-2
mae_asimetrico_alpha_2,0.613023159560529,0.5653878799924721,0.6664204852706002,3000,983,XGB,segmento_tramo_real,programado,0-2
pct_error_abs_le_1d,0.8575788402848423,0.8351729399796541,0.8779247202441506,3000,983,XGB,segmento_tramo_real,programado,0-2
pct_error_abs_le_3d,0.9888097660223805,0.9816887080366226,0.9949135300101729,3000,983,XGB,segmento_tramo_real,programado,0-2
pct_error_abs_le_7d,0.9979654120040692,0.9949135300101729,1.0,3000,983,XGB,segmento_tramo_real,programado,0-2
precision_plos_14,0.0,0.0,0.0,3000,983,XGB,segmento_tramo_real,programado,0-2
recall_plos_14,,,,3000,983,XGB,segmento_tramo_real,programado,0-2
f1_plos_14,,,,3000,983,XGB,segmento_tramo_real,programado,0-2
accuracy_plos_14,0.9989827060020345,0.9969481180061037,1.0,3000,983,XGB,segmento_tramo_real,programado,0-2
n_plos_real_14,0.0,,,3000,983,XGB,segmento_tramo_real,programado,0-2
n_plos_pred_14,1.0,,,3000,983,XGB,segmento_tramo_real,programado,0-2
tn_plos_14,982.0,,,3000,983,XGB,segmento_tramo_real,programado,0-2
fp_plos_14,1.0,,,3000,983,XGB,segmento_tramo_real,programado,0-2
fn_plos_14,0.0,,,3000,983,XGB,segmento_tramo_real,programado,0-2
tp_plos_14,0.0,,,3000,983,XGB,segmento_tramo_real,programado,0-2
mae,1.2707929275449104,1.149410914031936,1.4028599298253495,3000,501,XGB,segmento_tramo_real,programado,3-6
rmse,1.9367729833890854,1.6639247206542074,2.2174262123561945,3000,501,XGB,segmento_tramo_real,programado,3-6
medae,0.9065719999999997,0.8197071999999999,0.9871327999999999,3000,501,XGB,segmento_tramo_real,programado,3-6
me_sesgo_pred_menos_real,-0.5288359734530937,-0.6838480602495008,-0.36211307249500996,3000,501,XGB,segmento_tramo_real,programado,3-6
pup_subestimacion,0.7245508982035929,0.6846307385229541,0.7624750499001997,3000,501,XGB,segmento_tramo_real,programado,3-6
mae_asimetrico_alpha_2,2.170607378043912,1.991206651497006,2.3563525761377244,3000,501,XGB,segmento_tramo_real,programado,3-6
pct_error_abs_le_1d,0.5469061876247505,0.5029940119760479,0.5888223552894212,3000,501,XGB,segmento_tramo_real,programado,3-6
pct_error_abs_le_3d,0.9321357285429142,0.908183632734531,0.9520958083832335,3000,501,XGB,segmento_tramo_real,programado,3-6
pct_error_abs_le_7d,0.9860279441117764,0.9740518962075848,0.9960079840319361,3000,501,XGB,segmento_tramo_real,programado,3-6
precision_plos_14,0.0,0.0,0.0,3000,501,XGB,segmento_tramo_real,programado,3-6
recall_plos_14,,,,3000,501,XGB,segmento_tramo_real,programado,3-6
f1_plos_14,,,,3000,501,XGB,segmento_tramo_real,programado,3-6
accuracy_plos_14,0.9920159680638723,0.9840319361277445,0.998003992015968,3000,501,XGB,segmento_tramo_real,programado,3-6
n_plos_real_14,0.0,,,3000,501,XGB,segmento_tramo_real,programado,3-6
n_plos_pred_14,4.0,,,3000,501,XGB,segmento_tramo_real,programado,3-6
tn_plos_14,497.0,,,3000,501,XGB,segmento_tramo_real,programado,3-6
fp_plos_14,4.0,,,3000,501,XGB,segmento_tramo_real,programado,3-6
fn_plos_14,0.0,,,3000,501,XGB,segmento_tramo_real,programado,3-6
tp_plos_14,0.0,,,3000,501,XGB,segmento_tramo_real,programado,3-6
mae,4.36023607,3.845631823363636,4.922795879045454,3000,110,XGB,segmento_tramo_real,programado,7-13
rmse,5.24469578616054,4.6082728168058855,5.894358527142987,3000,110,XGB,segmento_tramo_real,programado,7-13
medae,3.9220148,3.2337740999999998,4.31223335,3000,110,XGB,segmento_tramo_real,programado,7-13
me_sesgo_pred_menos_real,-2.38140257909091,-3.2571258494318185,-1.4758748695681811,3000,110,XGB,segmento_tramo_real,programado,7-13
pup_subestimacion,0.7818181818181819,0.7,0.8545454545454545,3000,110,XGB,segmento_tramo_real,programado,7-13
mae_asimetrico_alpha_2,7.731055394545454,6.8556629257727275,8.70131809209091,3000,110,XGB,segmento_tramo_real,programado,7-13
pct_error_abs_le_1d,0.1,0.045454545454545456,0.15454545454545454,3000,110,XGB,segmento_tramo_real,programado,7-13
pct_error_abs_le_3d,0.37272727272727274,0.2818181818181818,0.4636363636363636,3000,110,XGB,segmento_tramo_real,programado,7-13
pct_error_abs_le_7d,0.8454545454545455,0.7727272727272727,0.9090909090909091,3000,110,XGB,segmento_tramo_real,programado,7-13
precision_plos_14,0.0,0.0,0.0,3000,110,XGB,segmento_tramo_real,programado,7-13
recall_plos_14,,,,3000,110,XGB,segmento_tramo_real,programado,7-13
f1_plos_14,,,,3000,110,XGB,segmento_tramo_real,programado,7-13
accuracy_plos_14,0.9090909090909091,0.8454545454545455,0.9545454545454546,3000,110,XGB,segmento_tramo_real,programado,7-13
n_plos_real_14,0.0,,,3000,110,XGB,segmento_tramo_real,programado,7-13
n_plos_pred_14,10.0,,,3000,110,XGB,segmento_tramo_real,programado,7-13
tn_plos_14,100.0,,,3000,110,XGB,segmento_tramo_real,programado,7-13
fp_plos_14,10.0,,,3000,110,XGB,segmento_tramo_real,programado,7-13
fn_plos_14,0.0,,,3000,110,XGB,segmento_tramo_real,programado,7-13
tp_plos_14,0.0,,,3000,110,XGB,segmento_tramo_real,programado,7-13
mae,14.472726076767676,11.621332140252527,17.800921486363634,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
rmse,21.400492650853046,15.43164716480977,27.50568366920418,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
medae,10.485923999999997,8.064747,13.352895700000001,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
me_sesgo_pred_menos_real,-9.86079951111111,-13.73512941967172,-6.281183534141414,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
pup_subestimacion,0.7777777777777778,0.696969696969697,0.8585858585858586,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
mae_asimetrico_alpha_2,26.639488870707073,20.95556866838384,33.31183903045455,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
pct_error_abs_le_1d,0.050505050505050504,0.010101010101010102,0.10101010101010101,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
pct_error_abs_le_3d,0.1919191919191919,0.1111111111111111,0.2727272727272727,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
pct_error_abs_le_7d,0.3333333333333333,0.24242424242424243,0.42424242424242425,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
precision_plos_14,1.0,1.0,1.0,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
recall_plos_14,0.6262626262626263,0.5252525252525253,0.7272727272727273,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
f1_plos_14,0.7701863354037267,0.6887417218543047,0.8421052631578948,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
accuracy_plos_14,0.6262626262626263,0.5252525252525253,0.7272727272727273,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
n_plos_real_14,99.0,,,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
n_plos_pred_14,62.0,,,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
tn_plos_14,0.0,,,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
fp_plos_14,0.0,,,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
fn_plos_14,37.0,,,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
tp_plos_14,62.0,,,3000,99,XGB,segmento_tramo_real,programado,14+ (PLOS)
mae,1.8946426087500001,1.55589426259375,2.27817861833125,3000,200,XGB,segmento_tramo_real,urgente,0-2
rmse,3.2613249389418932,2.354308098183416,4.142098711538813,3000,200,XGB,segmento_tramo_real,urgente,0-2
medae,1.0597388,0.8271321999999999,1.3005309999999999,3000,200,XGB,segmento_tramo_real,urgente,0-2
me_sesgo_pred_menos_real,1.79413298325,1.4464813542437498,2.18356990278125,3000,200,XGB,segmento_tramo_real,urgente,0-2
pup_subestimacion,0.105,0.065,0.15,3000,200,XGB,segmento_tramo_real,urgente,0-2
mae_asimetrico_alpha_2,1.9448974215,1.6089577106499997,2.328873480375,3000,200,XGB,segmento_tramo_real,urgente,0-2
pct_error_abs_le_1d,0.485,0.415,0.555,3000,200,XGB,segmento_tramo_real,urgente,0-2
pct_error_abs_le_3d,0.84,0.785,0.89,3000,200,XGB,segmento_tramo_real,urgente,0-2
pct_error_abs_le_7d,0.965,0.94,0.99,3000,200,XGB,segmento_tramo_real,urgente,0-2
precision_plos_14,0.0,0.0,0.0,3000,200,XGB,segmento_tramo_real,urgente,0-2
recall_plos_14,,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
f1_plos_14,,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
accuracy_plos_14,0.985,0.965,1.0,3000,200,XGB,segmento_tramo_real,urgente,0-2
n_plos_real_14,0.0,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
n_plos_pred_14,3.0,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
tn_plos_14,197.0,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
fp_plos_14,3.0,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
fn_plos_14,0.0,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
tp_plos_14,0.0,,,3000,200,XGB,segmento_tramo_real,urgente,0-2
mae,2.3942955329608937,1.96520621523743,2.8696774972346377,3000,179,XGB,segmento_tramo_real,urgente,3-6
rmse,3.970708330875734,3.0232525988647816,4.872715793006729,3000,179,XGB,segmento_tramo_real,urgente,3-6
medae,1.459009,1.1436219999999997,1.7774687,3000,179,XGB,segmento_tramo_real,urgente,3-6
me_sesgo_pred_menos_real,0.6311155977653632,0.08266417057262569,1.2101323803770951,3000,179,XGB,segmento_tramo_real,urgente,3-6
pup_subestimacion,0.5810055865921788,0.5083798882681564,0.6536312849162011,3000,179,XGB,segmento_tramo_real,urgente,3-6
mae_asimetrico_alpha_2,3.2758855005586587,2.8145996297346367,3.7812443457681573,3000,179,XGB,segmento_tramo_real,urgente,3-6
pct_error_abs_le_1d,0.3854748603351955,0.31843575418994413,0.4581005586592179,3000,179,XGB,segmento_tramo_real,urgente,3-6
pct_error_abs_le_3d,0.776536312849162,0.7150837988826816,0.8379888268156425,3000,179,XGB,segmento_tramo_real,urgente,3-6
pct_error_abs_le_7d,0.9329608938547486,0.8938547486033519,0.9664804469273743,3000,179,XGB,segmento_tramo_real,urgente,3-6
precision_plos_14,0.0,0.0,0.0,3000,179,XGB,segmento_tramo_real,urgente,3-6
recall_plos_14,,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
f1_plos_14,,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
accuracy_plos_14,0.9553072625698324,0.9217877094972067,0.9832402234636871,3000,179,XGB,segmento_tramo_real,urgente,3-6
n_plos_real_14,0.0,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
n_plos_pred_14,8.0,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
tn_plos_14,171.0,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
fp_plos_14,8.0,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
fn_plos_14,0.0,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
tp_plos_14,0.0,,,3000,179,XGB,segmento_tramo_real,urgente,3-6
mae,3.8933502525179855,3.485099287374101,4.3351072951258995,3000,139,XGB,segmento_tramo_real,urgente,7-13
rmse,4.653886148988881,4.14916903335467,5.187119719779728,3000,139,XGB,segmento_tramo_real,urgente,7-13
medae,3.485024,2.9741483000000004,3.8591689999999996,3000,139,XGB,segmento_tramo_real,urgente,7-13
me_sesgo_pred_menos_real,-1.2728370395683455,-2.0084792245863308,-0.527329389676259,3000,139,XGB,segmento_tramo_real,urgente,7-13
pup_subestimacion,0.6690647482014388,0.5899280575539568,0.7482014388489209,3000,139,XGB,segmento_tramo_real,urgente,7-13
mae_asimetrico_alpha_2,6.476443898561151,5.802494705917267,7.2128121746043155,3000,139,XGB,segmento_tramo_real,urgente,7-13
pct_error_abs_le_1d,0.10071942446043165,0.057374100719424524,0.1510791366906475,3000,139,XGB,segmento_tramo_real,urgente,7-13
pct_error_abs_le_3d,0.4244604316546763,0.34532374100719426,0.5107913669064749,3000,139,XGB,segmento_tramo_real,urgente,7-13
pct_error_abs_le_7d,0.8992805755395683,0.8489208633093526,0.9496402877697842,3000,139,XGB,segmento_tramo_real,urgente,7-13
precision_plos_14,0.0,0.0,0.0,3000,139,XGB,segmento_tramo_real,urgente,7-13
recall_plos_14,,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
f1_plos_14,,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
accuracy_plos_14,0.8920863309352518,0.841726618705036,0.9424460431654677,3000,139,XGB,segmento_tramo_real,urgente,7-13
n_plos_real_14,0.0,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
n_plos_pred_14,15.0,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
tn_plos_14,124.0,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
fp_plos_14,15.0,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
fn_plos_14,0.0,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
tp_plos_14,0.0,,,3000,139,XGB,segmento_tramo_real,urgente,7-13
mae,13.225735753888891,11.364356691777779,15.245245200444442,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
rmse,18.800729984081507,14.955876992393302,22.95905647313605,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
medae,10.47771985,8.8053435,11.7028545,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
me_sesgo_pred_menos_real,-8.705373609444445,-11.17304152438889,-6.358633821472221,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
pup_subestimacion,0.7944444444444444,0.7333333333333333,0.8555555555555555,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
mae_asimetrico_alpha_2,24.191290435555555,20.590987223444444,28.18899660180556,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
pct_error_abs_le_1d,0.06111111111111111,0.027777777777777776,0.1,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
pct_error_abs_le_3d,0.15,0.1,0.20555555555555555,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
pct_error_abs_le_7d,0.31666666666666665,0.25,0.3888888888888889,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
precision_plos_14,1.0,1.0,1.0,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
recall_plos_14,0.5666666666666667,0.49444444444444446,0.6388888888888888,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
f1_plos_14,0.7234042553191489,0.6617100371747212,0.7796610169491525,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
accuracy_plos_14,0.5666666666666667,0.49444444444444446,0.6388888888888888,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
n_plos_real_14,180.0,,,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
n_plos_pred_14,102.0,,,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
tn_plos_14,0.0,,,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
fp_plos_14,0.0,,,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
fn_plos_14,78.0,,,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
tp_plos_14,102.0,,,3000,180,XGB,segmento_tramo_real,urgente,14+ (PLOS)
