p_code;p_caract_3;p_caract_1;grupo_final;nivel_agrupacion;pacientes_p_code;pacientes_p_caract_3;pacientes_p_caract_1
0PST04Z;0PS;0;0PS;categoria_3_char;1;181;9118
4A1239Z;4A1;4;4A1;categoria_3_char;1;1367;2157
4A133B3;4A1;4;4A1;categoria_3_char;1;1367;2157
0SRR03A;0SR;0;0SR;categoria_3_char;1;525;9118
0H9X3ZZ;0H9;0;0H9;categoria_3_char;1;28;9118
00BX0ZZ;00B;0;00B;categoria_3_char;1;30;9118
DU022ZZ;DU0;D;rare_sec_D;seccion_rare;1;1;33
031B0ZF;031;0;031;categoria_3_char;1;21;9118
027004Z;027;0;027;categoria_3_char;1;299;9118
0FQ20ZZ;0FQ;0;rare_sec_0;seccion_rare;1;1;9118
0W3G0ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
3E0G7HZ;3E0;3;3E0;categoria_3_char;2;1527;2182
01N80ZZ;01N;0;01N;categoria_3_char;1;89;9118
0UT77ZZ;0UT;0;0UT;categoria_3_char;1;195;9118
06BP3ZZ;06B;0;06B;categoria_3_char;1;93;9118
02QJ0ZZ;02Q;0;rare_sec_0;seccion_rare;2;6;9118
0H9V3ZZ;0H9;0;0H9;categoria_3_char;1;28;9118
DP082ZZ;DP0;D;rare_sec_D;seccion_rare;1;10;33
0UN14ZZ;0UN;0;rare_sec_0;seccion_rare;1;4;9118
2W3TX2Z;2W3;2;2W3;categoria_3_char;2;26;53
0JH602Z;0JH;0;0JH;categoria_3_char;1;219;9118
0DT80ZZ;0DT;0;0DT;categoria_3_char;3;221;9118
0F903ZZ;0F9;0;0F9;categoria_3_char;1;46;9118
0S9D0ZZ;0S9;0;rare_sec_0;seccion_rare;1;18;9118
07BD4ZZ;07B;0;07B;categoria_3_char;1;172;9118
0DBR0ZZ;0DB;0;0DB;categoria_3_char;2;882;9118
0CCH0ZZ;0CC;0;rare_sec_0;seccion_rare;1;3;9118
041F0JJ;041;0;041;categoria_3_char;1;123;9118
0RQT0ZZ;0RQ;0;rare_sec_0;seccion_rare;1;9;9118
0QBD4ZZ;0QB;0;0QB;categoria_3_char;1;187;9118
0SQC0ZZ;0SQ;0;0SQ;categoria_3_char;1;22;9118
0SPU0JZ;0SP;0;0SP;categoria_3_char;1;39;9118
0RG10Z1;0RG;0;0RG;categoria_3_char;1;108;9118
0F9680Z;0F9;0;0F9;categoria_3_char;1;46;9118
041C09H;041;0;041;categoria_3_char;1;123;9118
0S9F4ZZ;0S9;0;rare_sec_0;seccion_rare;1;18;9118
0D1M4ZP;0D1;0;0D1;categoria_3_char;1;166;9118
0V9080Z;0V9;0;rare_sec_0;seccion_rare;1;4;9118
047K3EZ;047;0;047;categoria_3_char;1;164;9118
0QH034Z;0QH;0;rare_sec_0;seccion_rare;1;13;9118
0NSQ04Z;0NS;0;rare_sec_0;seccion_rare;1;9;9118
0DHA0DZ;0DH;0;0DH;categoria_3_char;1;271;9118
0QB60ZX;0QB;0;0QB;categoria_3_char;1;187;9118
CP271ZZ;CP2;C;rare_sec_C;seccion_rare;1;2;34
0DH88UZ;0DH;0;0DH;categoria_3_char;1;271;9118
0W9F0ZX;0W9;0;0W9;categoria_3_char;1;291;9118
0W9F30Z;0W9;0;0W9;categoria_3_char;1;291;9118
0VB00ZX;0VB;0;0VB;categoria_3_char;1;93;9118
0Y6V0Z2;0Y6;0;0Y6;categoria_3_char;1;66;9118
0FT20ZZ;0FT;0;0FT;categoria_3_char;1;314;9118
0TTD0ZZ;0TT;0;0TT;categoria_3_char;1;45;9118
0DQM0ZZ;0DQ;0;0DQ;categoria_3_char;1;49;9118
09BW4ZX;09B;0;09B;categoria_3_char;1;63;9118
0QSK35Z;0QS;0;0QS;categoria_3_char;1;304;9118
0HRQXJZ;0HR;0;0HR;categoria_3_char;2;92;9118
0QU60KZ;0QU;0;rare_sec_0;seccion_rare;1;7;9118
0SRR0JA;0SR;0;0SR;categoria_3_char;1;525;9118
099N7ZZ;099;0;099;categoria_3_char;1;87;9118
0W9C4ZX;0W9;0;0W9;categoria_3_char;1;291;9118
0RQU0ZZ;0RQ;0;rare_sec_0;seccion_rare;1;9;9118
0RG70A1;0RG;0;0RG;categoria_3_char;1;108;9118
0BBG3ZX;0BB;0;0BB;categoria_3_char;1;91;9118
0BBB3ZX;0BB;0;0BB;categoria_3_char;1;91;9118
0RG20J0;0RG;0;0RG;categoria_3_char;1;108;9118
0CBS7ZZ;0CB;0;0CB;categoria_3_char;1;39;9118
0CBT7ZZ;0CB;0;0CB;categoria_3_char;2;39;9118
0D5QXZZ;0D5;0;0D5;categoria_3_char;1;36;9118
0U5MXZZ;0U5;0;rare_sec_0;seccion_rare;1;7;9118
3E0K3KZ;3E0;3;3E0;categoria_3_char;1;1527;2182
0JX60ZB;0JX;0;rare_sec_0;seccion_rare;1;9;9118
09Q00ZZ;09Q;0;09Q;categoria_3_char;1;94;9118
0JQH3ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
0DP67CZ;0DP;0;0DP;categoria_3_char;1;31;9118
0DW680Z;0DW;0;rare_sec_0;seccion_rare;1;13;9118
0CCM7ZZ;0CC;0;rare_sec_0;seccion_rare;1;3;9118
0SB23ZZ;0SB;0;0SB;categoria_3_char;1;232;9118
0SG03AJ;0SG;0;0SG;categoria_3_char;1;99;9118
0BBG4ZX;0BB;0;0BB;categoria_3_char;1;91;9118
0CCWXZ1;0CC;0;rare_sec_0;seccion_rare;1;3;9118
0CCXXZ1;0CC;0;rare_sec_0;seccion_rare;1;3;9118
041L09M;041;0;041;categoria_3_char;1;123;9118
041K09H;041;0;041;categoria_3_char;2;123;9118
0Y9C3ZZ;0Y9;0;rare_sec_0;seccion_rare;1;6;9118
03CG0Z6;03C;0;03C;categoria_3_char;1;48;9118
0FB58ZX;0FB;0;0FB;categoria_3_char;1;89;9118
0FB68ZX;0FB;0;0FB;categoria_3_char;1;89;9118
0Y0037Z;0Y0;0;rare_sec_0;seccion_rare;1;3;9118
0Y0137Z;0Y0;0;rare_sec_0;seccion_rare;1;3;9118
047J3ZZ;047;0;047;categoria_3_char;1;164;9118
067P3ZZ;067;0;rare_sec_0;seccion_rare;1;4;9118
03160ZF;031;0;031;categoria_3_char;1;21;9118
0Q9J3ZX;0Q9;0;rare_sec_0;seccion_rare;1;1;9118
0QPJ34Z;0QP;0;0QP;categoria_3_char;1;78;9118
3E083GC;3E0;3;3E0;categoria_3_char;1;1527;2182
0D718DZ;0D7;0;0D7;categoria_3_char;2;20;9118
05LF0ZZ;05L;0;rare_sec_0;seccion_rare;1;2;9118
02QG0ZE;02Q;0;rare_sec_0;seccion_rare;1;6;9118
0TF43ZZ;0TF;0;rare_sec_0;seccion_rare;1;19;9118
0D190Z9;0D1;0;0D1;categoria_3_char;1;166;9118
009730Z;009;0;009;categoria_3_char;1;99;9118
03BS0ZX;03B;0;03B;categoria_3_char;1;68;9118
0JQN3ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
0NQT3ZZ;0NQ;0;rare_sec_0;seccion_rare;1;3;9118
0T748DZ;0T7;0;0T7;categoria_3_char;2;85;9118
0F7C8ZZ;0F7;0;0F7;categoria_3_char;1;61;9118
0D9W30Z;0D9;0;0D9;categoria_3_char;1;104;9118
0B9P30Z;0B9;0;0B9;categoria_3_char;1;111;9118
0SJD0ZZ;0SJ;0;rare_sec_0;seccion_rare;1;7;9118
0CTR0ZZ;0CT;0;0CT;categoria_3_char;1;44;9118
0Y6N0Z6;0Y6;0;0Y6;categoria_3_char;1;66;9118
0JX10ZB;0JX;0;rare_sec_0;seccion_rare;1;9;9118
041L0JQ;041;0;041;categoria_3_char;2;123;9118
0TN14ZZ;0TN;0;rare_sec_0;seccion_rare;1;3;9118
0HBCXZX;0HB;0;0HB;categoria_3_char;2;206;9118
0RG60Z1;0RG;0;0RG;categoria_3_char;1;108;9118
0RGA0Z1;0RG;0;0RG;categoria_3_char;1;108;9118
0SG03J1;0SG;0;0SG;categoria_3_char;1;99;9118
0U904ZZ;0U9;0;rare_sec_0;seccion_rare;2;12;9118
07BJ3ZX;07B;0;07B;categoria_3_char;2;172;9118
0HRFXK4;0HR;0;0HR;categoria_3_char;1;92;9118
0CT80ZZ;0CT;0;0CT;categoria_3_char;1;44;9118
0RB50ZZ;0RB;0;0RB;categoria_3_char;1;53;9118
0RG40A0;0RG;0;0RG;categoria_3_char;1;108;9118
009Y3ZX;009;0;009;categoria_3_char;1;99;9118
0JQD0ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
0HQ4XZZ;0HQ;0;0HQ;categoria_3_char;1;102;9118
0HQBXZZ;0HQ;0;0HQ;categoria_3_char;2;102;9118
0U544ZZ;0U5;0;rare_sec_0;seccion_rare;1;7;9118
0V953ZZ;0V9;0;rare_sec_0;seccion_rare;1;4;9118
0JWT0VZ;0JW;0;rare_sec_0;seccion_rare;1;3;9118
0RRJ0J6;0RR;0;0RR;categoria_3_char;1;45;9118
0LN14ZZ;0LN;0;rare_sec_0;seccion_rare;1;5;9118
089Y3ZZ;089;0;rare_sec_0;seccion_rare;1;5;9118
0DBP0ZX;0DB;0;0DB;categoria_3_char;1;882;9118
4A0HXCZ;4A0;4;4A0;categoria_3_char;1;723;2157
0PS304Z;0PS;0;0PS;categoria_3_char;1;181;9118
0TQD8ZZ;0TQ;0;rare_sec_0;seccion_rare;1;11;9118
03LR3ZZ;03L;0;rare_sec_0;seccion_rare;1;2;9118
0TB38ZX;0TB;0;0TB;categoria_3_char;1;153;9118
0W9F40Z;0W9;0;0W9;categoria_3_char;1;291;9118
0WPF40Z;0WP;0;0WP;categoria_3_char;1;22;9118
037K3DZ;037;0;rare_sec_0;seccion_rare;1;9;9118
03150ZF;031;0;031;categoria_3_char;1;21;9118
0TPB80Z;0TP;0;0TP;categoria_3_char;1;57;9118
30263Y0;302;3;302;categoria_3_char;1;739;2182
DW052ZZ;DW0;D;rare_sec_D;seccion_rare;1;6;33
0SQP0ZZ;0SQ;0;0SQ;categoria_3_char;1;22;9118
0D738DZ;0D7;0;0D7;categoria_3_char;1;20;9118
BD15ZZZ;BD1;B;rare_sec_B;seccion_rare;1;2;1410
0WBF0ZX;0WB;0;rare_sec_0;seccion_rare;1;14;9118
0BH10DZ;0BH;0;0BH;categoria_3_char;1;46;9118
0N9T00Z;0N9;0;rare_sec_0;seccion_rare;1;3;9118
07B23ZX;07B;0;07B;categoria_3_char;1;172;9118
2W36X2Z;2W3;2;2W3;categoria_3_char;1;26;53
2W37X2Z;2W3;2;2W3;categoria_3_char;1;26;53
2W3LX2Z;2W3;2;2W3;categoria_3_char;1;26;53
2W3MX2Z;2W3;2;2W3;categoria_3_char;1;26;53
B3100ZZ;B31;B;B31;categoria_3_char;1;48;1410
02QA0ZZ;02Q;0;rare_sec_0;seccion_rare;1;6;9118
07B53ZX;07B;0;07B;categoria_3_char;1;172;9118
0DB10ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0KXH0ZZ;0KX;0;rare_sec_0;seccion_rare;1;9;9118
0D7N8DZ;0D7;0;0D7;categoria_3_char;1;20;9118
0FPB80Z;0FP;0;0FP;categoria_3_char;2;23;9118
03HD33Z;03H;0;03H;categoria_3_char;1;132;9118
0BT54ZZ;0BT;0;0BT;categoria_3_char;1;20;9118
0RRT0JZ;0RR;0;0RR;categoria_3_char;1;45;9118
01Q50ZZ;01Q;0;rare_sec_0;seccion_rare;1;2;9118
0UBG7ZZ;0UB;0;0UB;categoria_3_char;1;58;9118
0F904ZZ;0F9;0;0F9;categoria_3_char;1;46;9118
0X6Q0Z1;0X6;0;rare_sec_0;seccion_rare;1;2;9118
0DS68ZZ;0DS;0;rare_sec_0;seccion_rare;1;7;9118
0SBL0ZZ;0SB;0;0SB;categoria_3_char;1;232;9118
0STL0ZZ;0ST;0;rare_sec_0;seccion_rare;1;11;9118
047C346;047;0;047;categoria_3_char;2;164;9118
047D346;047;0;047;categoria_3_char;2;164;9118
4A1004G;4A1;4;4A1;categoria_3_char;1;1367;2157
0YU70JZ;0YU;0;0YU;categoria_3_char;1;129;9118
0PS734Z;0PS;0;0PS;categoria_3_char;1;181;9118
0SUB0JZ;0SU;0;rare_sec_0;seccion_rare;1;1;9118
2W6MX0Z;2W6;2;rare_sec_2;seccion_rare;1;4;53
0QS836Z;0QS;0;0QS;categoria_3_char;1;304;9118
08QD3ZZ;08Q;0;rare_sec_0;seccion_rare;1;3;9118
B218YZZ;B21;B;B21;categoria_3_char;1;644;1410
0D1N4Z4;0D1;0;0D1;categoria_3_char;1;166;9118
01Q40ZZ;01Q;0;rare_sec_0;seccion_rare;1;2;9118
0HQ2XZZ;0HQ;0;0HQ;categoria_3_char;1;102;9118
0JQF0ZZ;0JQ;0;0JQ;categoria_3_char;1;40;9118
0CB40ZZ;0CB;0;0CB;categoria_3_char;1;39;9118
0CX70ZZ;0CX;0;rare_sec_0;seccion_rare;1;1;9118
DP061ZZ;DP0;D;rare_sec_D;seccion_rare;1;10;33
0PSK34Z;0PS;0;0PS;categoria_3_char;1;181;9118
0DQV4ZZ;0DQ;0;0DQ;categoria_3_char;1;49;9118
0DSB4ZZ;0DS;0;rare_sec_0;seccion_rare;1;7;9118
2W3SX2Z;2W3;2;2W3;categoria_3_char;1;26;53
0TWB70Z;0TW;0;rare_sec_0;seccion_rare;1;1;9118
0HR0X73;0HR;0;0HR;categoria_3_char;1;92;9118
047C34Z;047;0;047;categoria_3_char;1;164;9118
0PUD0KZ;0PU;0;rare_sec_0;seccion_rare;1;5;9118
031C0JF;031;0;031;categoria_3_char;1;21;9118
BU3BZZZ;BU3;B;rare_sec_B;seccion_rare;1;2;1410
0U924ZZ;0U9;0;rare_sec_0;seccion_rare;1;12;9118
0U974ZZ;0U9;0;rare_sec_0;seccion_rare;1;12;9118
0B9P3ZX;0B9;0;0B9;categoria_3_char;1;111;9118
0PSK0ZZ;0PS;0;0PS;categoria_3_char;1;181;9118
0RB10ZZ;0RB;0;0RB;categoria_3_char;1;53;9118
06DQ0ZZ;06D;0;rare_sec_0;seccion_rare;1;3;9118
06DY0ZZ;06D;0;rare_sec_0;seccion_rare;1;3;9118
0RG00Z1;0RG;0;0RG;categoria_3_char;1;108;9118
2W60X0Z;2W6;2;rare_sec_2;seccion_rare;1;4;53
0HQ8XZZ;0HQ;0;0HQ;categoria_3_char;1;102;9118
0RSMXZZ;0RS;0;rare_sec_0;seccion_rare;1;15;9118
3E0R3CZ;3E0;3;3E0;categoria_3_char;1;1527;2182
0TQ70ZZ;0TQ;0;rare_sec_0;seccion_rare;1;11;9118
30263L1;302;3;302;categoria_3_char;1;739;2182
0JD60ZZ;0JD;0;rare_sec_0;seccion_rare;1;17;9118
0U504ZZ;0U5;0;rare_sec_0;seccion_rare;1;7;9118
0J9F00Z;0J9;0;0J9;categoria_3_char;1;38;9118
0QS00ZZ;0QS;0;0QS;categoria_3_char;1;304;9118
0RGA07J;0RG;0;0RG;categoria_3_char;1;108;9118
0JCQ0ZZ;0JC;0;rare_sec_0;seccion_rare;1;8;9118
03QB0ZZ;03Q;0;rare_sec_0;seccion_rare;1;4;9118
0J8G0ZZ;0J8;0;rare_sec_0;seccion_rare;1;5;9118
0D190ZA;0D1;0;0D1;categoria_3_char;1;166;9118
0V508ZZ;0V5;0;rare_sec_0;seccion_rare;1;2;9118
0DP68DZ;0DP;0;0DP;categoria_3_char;1;31;9118
BD241ZZ;BD2;B;rare_sec_B;seccion_rare;1;1;1410
0DLE8DZ;0DL;0;rare_sec_0;seccion_rare;1;8;9118
0WBH0ZX;0WB;0;rare_sec_0;seccion_rare;1;14;9118
0HN2XZZ;0HN;0;rare_sec_0;seccion_rare;1;3;9118
0F9840Z;0F9;0;0F9;categoria_3_char;1;46;9118
0D9E7ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
08RJ30Z;08R;0;rare_sec_0;seccion_rare;1;4;9118
0UUG8JZ;0UU;0;rare_sec_0;seccion_rare;1;6;9118
3E0333Z;3E0;3;3E0;categoria_3_char;1;1527;2182
0DQ94ZZ;0DQ;0;0DQ;categoria_3_char;1;49;9118
0B988ZX;0B9;0;0B9;categoria_3_char;1;111;9118
0KQ70ZZ;0KQ;0;0KQ;categoria_3_char;1;50;9118
10D27ZZ;10D;1;10D;categoria_3_char;1;329;1060
0DQQXZZ;0DQ;0;0DQ;categoria_3_char;1;49;9118
06L30ZZ;06L;0;rare_sec_0;seccion_rare;1;13;9118
009Y0ZZ;009;0;009;categoria_3_char;1;99;9118
0SJ20ZZ;0SJ;0;rare_sec_0;seccion_rare;1;7;9118
00QK0ZZ;00Q;0;rare_sec_0;seccion_rare;1;6;9118
00QM0ZZ;00Q;0;rare_sec_0;seccion_rare;1;6;9118
0DLP8DZ;0DL;0;rare_sec_0;seccion_rare;1;8;9118
0QSH36Z;0QS;0;0QS;categoria_3_char;1;304;9118
0DC80ZZ;0DC;0;0DC;categoria_3_char;1;20;9118
D90F1ZZ;D90;D;rare_sec_D;seccion_rare;1;1;33
0QUG0KZ;0QU;0;rare_sec_0;seccion_rare;1;7;9118
BW24YZZ;BW2;B;BW2;categoria_3_char;1;63;1410
0D9Q3ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
05LA0ZZ;05L;0;rare_sec_0;seccion_rare;1;2;9118
0LQ60ZZ;0LQ;0;0LQ;categoria_3_char;1;45;9118
0H9U3ZZ;0H9;0;0H9;categoria_3_char;1;28;9118
10D28ZZ;10D;1;10D;categoria_3_char;1;329;1060
