p_code;p_caract_3;p_caract_1;grupo_final;nivel_agrupacion;pacientes_p_code;pacientes_p_caract_3;pacientes_p_caract_1
0GBL0ZZ;0GB;0;0GB;categoria_3_char;1;20;9118
0GTP0ZZ;0GT;0;0GT;categoria_3_char;1;117;9118
047F34Z;047;0;047;categoria_3_char;1;164;9118
041L0ZJ;041;0;041;categoria_3_char;2;123;9118
0T9D8ZZ;0T9;0;0T9;categoria_3_char;1;327;9118
B41D0ZZ;B41;B;B41;categoria_3_char;1;39;1410
0W0L0ZZ;0W0;0;rare_sec_0;seccion_rare;1;12;9118
0DB54ZX;0DB;0;0DB;categoria_3_char;3;882;9118
DW011ZZ;DW0;D;rare_sec_D;seccion_rare;2;6;33
0SRB02Z;0SR;0;0SR;categoria_3_char;1;525;9118
0SRB0KZ;0SR;0;0SR;categoria_3_char;1;525;9118
05H503Z;05H;0;05H;categoria_3_char;1;350;9118
0PSJ36Z;0PS;0;0PS;categoria_3_char;1;181;9118
0F788DZ;0F7;0;0F7;categoria_3_char;1;61;9118
02110JW;021;0;021;categoria_3_char;1;120;9118
30233H1;302;3;302;categoria_3_char;1;739;2182
0TBB3ZX;0TB;0;0TB;categoria_3_char;1;153;9118
6A550Z3;6A5;6;rare_sec_6;seccion_rare;5;7;72
0PSJ3ZZ;0PS;0;0PS;categoria_3_char;1;181;9118
0QUH0KZ;0QU;0;rare_sec_0;seccion_rare;3;7;9118
0JBN0ZZ;0JB;0;0JB;categoria_3_char;1;103;9118
0JPT0JZ;0JP;0;0JP;categoria_3_char;1;48;9118
0RBN0ZZ;0RB;0;0RB;categoria_3_char;2;53;9118
3E10X8X;3E1;3;3E1;categoria_3_char;1;63;2182
0WJC4ZZ;0WJ;0;0WJ;categoria_3_char;1;34;9118
0TNC8ZZ;0TN;0;rare_sec_0;seccion_rare;1;3;9118
0SPM04Z;0SP;0;0SP;categoria_3_char;1;39;9118
0TT64ZZ;0TT;0;0TT;categoria_3_char;3;45;9118
047A34Z;047;0;047;categoria_3_char;1;164;9118
B4181ZZ;B41;B;B41;categoria_3_char;3;39;1410
0BBH4ZX;0BB;0;0BB;categoria_3_char;1;91;9118
02100AW;021;0;021;categoria_3_char;4;120;9118
BF001ZZ;BF0;B;BF0;categoria_3_char;4;139;1410
0QPH05Z;0QP;0;0QP;categoria_3_char;2;78;9118
0QSH05Z;0QS;0;0QS;categoria_3_char;2;304;9118
0RSL3ZZ;0RS;0;rare_sec_0;seccion_rare;1;15;9118
0D970ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
0DQ80ZZ;0DQ;0;0DQ;categoria_3_char;2;49;9118
03CA0ZZ;03C;0;03C;categoria_3_char;1;48;9118
03CC0ZZ;03C;0;03C;categoria_3_char;1;48;9118
0U9M0ZZ;0U9;0;rare_sec_0;seccion_rare;1;12;9118
0WJF4ZZ;0WJ;0;0WJ;categoria_3_char;3;34;9118
B213YZZ;B21;B;B21;categoria_3_char;1;644;1410
09BV0ZZ;09B;0;09B;categoria_3_char;3;63;9118
0PSH0ZZ;0PS;0;0PS;categoria_3_char;1;181;9118
0W3P7ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
0Q870ZZ;0Q8;0;0Q8;categoria_3_char;1;50;9118
0QS504Z;0QS;0;0QS;categoria_3_char;2;304;9118
2W6RX0Z;2W6;2;rare_sec_2;seccion_rare;1;4;53
0HB7XZX;0HB;0;0HB;categoria_3_char;2;206;9118
B548ZZA;B54;B;rare_sec_B;seccion_rare;1;2;1410
0BBC8ZX;0BB;0;0BB;categoria_3_char;3;91;9118
0B9M8ZX;0B9;0;0B9;categoria_3_char;5;111;9118
0QPD04Z;0QP;0;0QP;categoria_3_char;1;78;9118
0H99XZZ;0H9;0;0H9;categoria_3_char;5;28;9118
05HG33Z;05H;0;05H;categoria_3_char;3;350;9118
0DBC0ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
B328ZZZ;B32;B;rare_sec_B;seccion_rare;1;5;1410
0Y6P0Z0;0Y6;0;0Y6;categoria_3_char;2;66;9118
0Y6T0Z0;0Y6;0;0Y6;categoria_3_char;2;66;9118
0Y6V0Z0;0Y6;0;0Y6;categoria_3_char;3;66;9118
04QK0ZZ;04Q;0;rare_sec_0;seccion_rare;2;5;9118
0BTF0ZZ;0BT;0;0BT;categoria_3_char;2;20;9118
0SQQ0ZZ;0SQ;0;0SQ;categoria_3_char;2;22;9118
0PSG34Z;0PS;0;0PS;categoria_3_char;1;181;9118
00943ZZ;009;0;009;categoria_3_char;1;99;9118
5A0955Z;5A0;5;5A0;categoria_3_char;3;446;953
0NQT0ZZ;0NQ;0;rare_sec_0;seccion_rare;1;3;9118
0D1A4JA;0D1;0;0D1;categoria_3_char;1;166;9118
0WJP4ZZ;0WJ;0;0WJ;categoria_3_char;4;34;9118
009700Z;009;0;009;categoria_3_char;1;99;9118
0HB4XZZ;0HB;0;0HB;categoria_3_char;3;206;9118
0HX4XZZ;0HX;0;rare_sec_0;seccion_rare;2;11;9118
0UB97ZX;0UB;0;0UB;categoria_3_char;2;58;9118
05HB33Z;05H;0;05H;categoria_3_char;1;350;9118
0B918ZZ;0B9;0;0B9;categoria_3_char;1;111;9118
06L33ZZ;06L;0;rare_sec_0;seccion_rare;1;13;9118
0VBSXZZ;0VB;0;0VB;categoria_3_char;1;93;9118
0UB70ZZ;0UB;0;0UB;categoria_3_char;3;58;9118
0DNB4ZZ;0DN;0;0DN;categoria_3_char;1;28;9118
0D7Q7ZZ;0D7;0;0D7;categoria_3_char;4;20;9118
0TT70ZZ;0TT;0;0TT;categoria_3_char;2;45;9118
02100A8;021;0;021;categoria_3_char;3;120;9118
0WBF0ZZ;0WB;0;rare_sec_0;seccion_rare;5;14;9118
0WPF0JZ;0WP;0;0WP;categoria_3_char;6;22;9118
2W13X6Z;2W1;2;rare_sec_2;seccion_rare;1;8;53
B4161ZZ;B41;B;B41;categoria_3_char;1;39;1410
0BBD8ZX;0BB;0;0BB;categoria_3_char;4;91;9118
0Y6P0Z1;0Y6;0;0Y6;categoria_3_char;1;66;9118
B41FZZZ;B41;B;B41;categoria_3_char;1;39;1410
0Y0007Z;0Y0;0;rare_sec_0;seccion_rare;1;3;9118
0Y0107Z;0Y0;0;rare_sec_0;seccion_rare;1;3;9118
0HBKXZX;0HB;0;0HB;categoria_3_char;2;206;9118
08RK30Z;08R;0;rare_sec_0;seccion_rare;1;4;9118
0JCP0ZZ;0JC;0;rare_sec_0;seccion_rare;3;8;9118
3E033VG;3E0;3;3E0;categoria_3_char;2;1527;2182
07BH0ZZ;07B;0;07B;categoria_3_char;2;172;9118
0HCU0ZZ;0HC;0;rare_sec_0;seccion_rare;1;1;9118
03UH0KZ;03U;0;rare_sec_0;seccion_rare;1;17;9118
0DH673Z;0DH;0;0DH;categoria_3_char;4;271;9118
3E0G77Z;3E0;3;3E0;categoria_3_char;2;1527;2182
0MUP07Z;0MU;0;0MU;categoria_3_char;6;86;9118
09Q90ZZ;09Q;0;09Q;categoria_3_char;1;94;9118
09U507Z;09U;0;rare_sec_0;seccion_rare;1;18;9118
0BTF4ZZ;0BT;0;0BT;categoria_3_char;3;20;9118
0WP830Z;0WP;0;0WP;categoria_3_char;1;22;9118
0GBN0ZZ;0GB;0;0GB;categoria_3_char;2;20;9118
B21F1ZZ;B21;B;B21;categoria_3_char;3;644;1410
B311YZZ;B31;B;B31;categoria_3_char;1;48;1410
0DBF0ZZ;0DB;0;0DB;categoria_3_char;2;882;9118
B21FYZZ;B21;B;B21;categoria_3_char;1;644;1410
047L0DZ;047;0;047;categoria_3_char;1;164;9118
0TB60ZX;0TB;0;0TB;categoria_3_char;1;153;9118
0TB70ZX;0TB;0;0TB;categoria_3_char;1;153;9118
B2261ZZ;B22;B;rare_sec_B;seccion_rare;2;2;1410
04713DZ;047;0;047;categoria_3_char;2;164;9118
047B3DZ;047;0;047;categoria_3_char;1;164;9118
04CC3ZZ;04C;0;04C;categoria_3_char;2;26;9118
0MQ70ZZ;0MQ;0;0MQ;categoria_3_char;1;34;9118
0CB7XZX;0CB;0;0CB;categoria_3_char;2;39;9118
0RSL0ZZ;0RS;0;rare_sec_0;seccion_rare;2;15;9118
0DC48ZZ;0DC;0;0DC;categoria_3_char;1;20;9118
041J0ZH;041;0;041;categoria_3_char;1;123;9118
0B948ZZ;0B9;0;0B9;categoria_3_char;2;111;9118
0B988ZZ;0B9;0;0B9;categoria_3_char;1;111;9118
0H51XZZ;0H5;0;rare_sec_0;seccion_rare;1;1;9118
0UB54ZZ;0UB;0;0UB;categoria_3_char;1;58;9118
10T24ZZ;10T;1;rare_sec_1;seccion_rare;7;7;1060
0Y9F0ZZ;0Y9;0;rare_sec_0;seccion_rare;1;6;9118
0D9F00Z;0D9;0;0D9;categoria_3_char;1;104;9118
0C94X0Z;0C9;0;rare_sec_0;seccion_rare;1;8;9118
06BQ4ZZ;06B;0;06B;categoria_3_char;2;93;9118
0D967ZZ;0D9;0;0D9;categoria_3_char;3;104;9118
04CL0ZZ;04C;0;04C;categoria_3_char;7;26;9118
04UL0KZ;04U;0;rare_sec_0;seccion_rare;2;6;9118
07B80ZX;07B;0;07B;categoria_3_char;3;172;9118
0PS644Z;0PS;0;0PS;categoria_3_char;1;181;9118
0DTB0ZZ;0DT;0;0DT;categoria_3_char;1;221;9118
0DTH0ZZ;0DT;0;0DT;categoria_3_char;2;221;9118
0W9G40Z;0W9;0;0W9;categoria_3_char;4;291;9118
02UG3JZ;02U;0;rare_sec_0;seccion_rare;1;15;9118
5A1213Z;5A1;5;5A1;categoria_3_char;2;441;953
02HN3JZ;02H;0;02H;categoria_3_char;1;237;9118
0RG10K0;0RG;0;0RG;categoria_3_char;1;108;9118
04CP0ZZ;04C;0;04C;categoria_3_char;1;26;9118
0WHJ4YZ;0WH;0;rare_sec_0;seccion_rare;1;5;9118
099B4ZZ;099;0;099;categoria_3_char;2;87;9118
099C4ZZ;099;0;099;categoria_3_char;2;87;9118
099W4ZZ;099;0;099;categoria_3_char;4;87;9118
099X4ZZ;099;0;099;categoria_3_char;4;87;9118
BW1C1ZZ;BW1;B;rare_sec_B;seccion_rare;1;1;1410
0WP2XKZ;0WP;0;0WP;categoria_3_char;1;22;9118
0D9E80Z;0D9;0;0D9;categoria_3_char;1;104;9118
0H9U0ZZ;0H9;0;0H9;categoria_3_char;1;28;9118
0Y9J0ZZ;0Y9;0;rare_sec_0;seccion_rare;1;6;9118
02UJ0JZ;02U;0;rare_sec_0;seccion_rare;1;15;9118
0HBLXZX;0HB;0;0HB;categoria_3_char;3;206;9118
0D9680Z;0D9;0;0D9;categoria_3_char;4;104;9118
0D9E8ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
0DSN8ZZ;0DS;0;rare_sec_0;seccion_rare;1;7;9118
0YBM3ZZ;0YB;0;rare_sec_0;seccion_rare;1;7;9118
0BB78ZZ;0BB;0;0BB;categoria_3_char;2;91;9118
0WH83YZ;0WH;0;rare_sec_0;seccion_rare;1;5;9118
03QF0ZZ;03Q;0;rare_sec_0;seccion_rare;1;4;9118
0S9F3ZX;0S9;0;rare_sec_0;seccion_rare;1;18;9118
0VSC0ZZ;0VS;0;rare_sec_0;seccion_rare;3;7;9118
0D7L8DZ;0D7;0;0D7;categoria_3_char;1;20;9118
0DP64UZ;0DP;0;0DP;categoria_3_char;1;31;9118
0K9P00Z;0K9;0;rare_sec_0;seccion_rare;1;3;9118
0HX1XZZ;0HX;0;rare_sec_0;seccion_rare;3;11;9118
0QSM04Z;0QS;0;0QS;categoria_3_char;1;304;9118
041M0JL;041;0;041;categoria_3_char;1;123;9118
02B70ZK;02B;0;rare_sec_0;seccion_rare;1;4;9118
3E033KZ;3E0;3;3E0;categoria_3_char;2;1527;2182
07TD0ZZ;07T;0;07T;categoria_3_char;9;91;9118
0D1307A;0D1;0;0D1;categoria_3_char;1;166;9118
0DB50ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0UPH4JZ;0UP;0;rare_sec_0;seccion_rare;1;12;9118
03CG3ZZ;03C;0;03C;categoria_3_char;1;48;9118
0HRMXK3;0HR;0;0HR;categoria_3_char;1;92;9118
B41DZZZ;B41;B;B41;categoria_3_char;1;39;1410
0JXN0ZC;0JX;0;rare_sec_0;seccion_rare;1;9;9118
0SGC04Z;0SG;0;0SG;categoria_3_char;1;99;9118
0SPJ04Z;0SP;0;0SP;categoria_3_char;1;39;9118
0PBF0ZZ;0PB;0;0PB;categoria_3_char;1;23;9118
0PPF04Z;0PP;0;rare_sec_0;seccion_rare;2;18;9118
0PRF07Z;0PR;0;rare_sec_0;seccion_rare;1;7;9118
0PSF04Z;0PS;0;0PS;categoria_3_char;3;181;9118
0SGJ04Z;0SG;0;0SG;categoria_3_char;1;99;9118
0DB40ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0FB00ZZ;0FB;0;0FB;categoria_3_char;3;89;9118
B31RYZZ;B31;B;B31;categoria_3_char;1;48;1410
B313YZZ;B31;B;B31;categoria_3_char;1;48;1410
B316YZZ;B31;B;B31;categoria_3_char;1;48;1410
B319YZZ;B31;B;B31;categoria_3_char;1;48;1410
0J9L3ZZ;0J9;0;0J9;categoria_3_char;1;38;9118
07B90ZZ;07B;0;07B;categoria_3_char;2;172;9118
0B9P40Z;0B9;0;0B9;categoria_3_char;1;111;9118
0BUR4JZ;0BU;0;rare_sec_0;seccion_rare;1;3;9118
0FB23ZX;0FB;0;0FB;categoria_3_char;2;89;9118
0F903ZX;0F9;0;0F9;categoria_3_char;1;46;9118
0RSLXZZ;0RS;0;rare_sec_0;seccion_rare;3;15;9118
0YB70ZZ;0YB;0;rare_sec_0;seccion_rare;1;7;9118
09BK0ZZ;09B;0;09B;categoria_3_char;1;63;9118
0RQK4ZZ;0RQ;0;rare_sec_0;seccion_rare;1;9;9118
02H733Z;02H;0;02H;categoria_3_char;1;237;9118
0C5S8ZZ;0C5;0;rare_sec_0;seccion_rare;7;10;9118
0NB20ZZ;0NB;0;0NB;categoria_3_char;1;22;9118
06VY3ZZ;06V;0;rare_sec_0;seccion_rare;1;1;9118
0HR4XK4;0HR;0;0HR;categoria_3_char;1;92;9118
0HRBXK4;0HR;0;0HR;categoria_3_char;2;92;9118
0LM24ZZ;0LM;0;rare_sec_0;seccion_rare;5;19;9118
0MB20ZZ;0MB;0;0MB;categoria_3_char;2;33;9118
0RBK0ZZ;0RB;0;0RB;categoria_3_char;1;53;9118
0SRC0L9;0SR;0;0SR;categoria_3_char;3;525;9118
0PSD06Z;0PS;0;0PS;categoria_3_char;1;181;9118
0PPK04Z;0PP;0;rare_sec_0;seccion_rare;2;18;9118
0PUK07Z;0PU;0;rare_sec_0;seccion_rare;1;5;9118
0SGF07Z;0SG;0;0SG;categoria_3_char;1;99;9118
0LUQ4KZ;0LU;0;rare_sec_0;seccion_rare;1;1;9118
09BU0ZZ;09B;0;09B;categoria_3_char;3;63;9118
0YB54ZZ;0YB;0;rare_sec_0;seccion_rare;1;7;9118
0BNL0ZZ;0BN;0;rare_sec_0;seccion_rare;1;3;9118
0BTJ0ZZ;0BT;0;0BT;categoria_3_char;1;20;9118
0W9B40Z;0W9;0;0W9;categoria_3_char;1;291;9118
0WCB4ZZ;0WC;0;rare_sec_0;seccion_rare;1;3;9118
0PSGXZZ;0PS;0;0PS;categoria_3_char;1;181;9118
0S9D3ZZ;0S9;0;rare_sec_0;seccion_rare;2;18;9118
0UB40ZZ;0UB;0;0UB;categoria_3_char;1;58;9118
0US10ZZ;0US;0;rare_sec_0;seccion_rare;1;5;9118
0H9KXZZ;0H9;0;0H9;categoria_3_char;1;28;9118
0K9K3ZZ;0K9;0;rare_sec_0;seccion_rare;1;3;9118
0KCK0ZZ;0KC;0;rare_sec_0;seccion_rare;1;3;9118
0KCL0ZZ;0KC;0;rare_sec_0;seccion_rare;1;3;9118
02713EZ;027;0;027;categoria_3_char;2;299;9118
0W3M3ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
0THC4LZ;0TH;0;rare_sec_0;seccion_rare;1;4;9118
0TPB4DZ;0TP;0;0TP;categoria_3_char;1;57;9118
BT0B1ZZ;BT0;B;rare_sec_B;seccion_rare;1;2;1410
07T70ZZ;07T;0;07T;categoria_3_char;1;91;9118
0DT50ZZ;0DT;0;0DT;categoria_3_char;1;221;9118
0DX60Z5;0DX;0;rare_sec_0;seccion_rare;1;1;9118
0J890ZZ;0J8;0;rare_sec_0;seccion_rare;1;5;9118
0MUP0JZ;0MU;0;0MU;categoria_3_char;1;86;9118
0QHB04Z;0QH;0;rare_sec_0;seccion_rare;1;13;9118
0B968ZZ;0B9;0;0B9;categoria_3_char;2;111;9118
0DBK4ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0DTC4ZZ;0DT;0;0DT;categoria_3_char;1;221;9118
B236YZZ;B23;B;rare_sec_B;seccion_rare;1;3;1410
0B21XYZ;0B2;0;rare_sec_0;seccion_rare;1;5;9118
0T5B8ZZ;0T5;0;rare_sec_0;seccion_rare;1;2;9118
0THB8LZ;0TH;0;rare_sec_0;seccion_rare;2;4;9118
0TPB7DZ;0TP;0;0TP;categoria_3_char;1;57;9118
0QP834Z;0QP;0;0QP;categoria_3_char;3;78;9118
0QS834Z;0QS;0;0QS;categoria_3_char;2;304;9118
0BBK8ZX;0BB;0;0BB;categoria_3_char;1;91;9118
0BBP3ZX;0BB;0;0BB;categoria_3_char;1;91;9118
0M943ZX;0M9;0;rare_sec_0;seccion_rare;1;2;9118
BU36YZZ;BU3;B;rare_sec_B;seccion_rare;1;2;1410
0D9Q00Z;0D9;0;0D9;categoria_3_char;2;104;9118
0W9J40Z;0W9;0;0W9;categoria_3_char;3;291;9118
0WPJ30Z;0WP;0;0WP;categoria_3_char;1;22;9118
0MM50ZZ;0MM;0;rare_sec_0;seccion_rare;1;3;9118
0MQ50ZZ;0MQ;0;0MQ;categoria_3_char;1;34;9118
0JB83ZZ;0JB;0;0JB;categoria_3_char;1;103;9118
0QUR0KZ;0QU;0;rare_sec_0;seccion_rare;1;7;9118
2W3JX1Z;2W3;2;2W3;categoria_3_char;1;26;53
0SR9049;0SR;0;0SR;categoria_3_char;3;525;9118
09BQ0ZZ;09B;0;09B;categoria_3_char;2;63;9118
0F758ZZ;0F7;0;0F7;categoria_3_char;1;61;9118
0F768DZ;0F7;0;0F7;categoria_3_char;2;61;9118
0UBF8ZZ;0UB;0;0UB;categoria_3_char;1;58;9118
0VB04ZZ;0VB;0;0VB;categoria_3_char;4;93;9118
0BC68ZZ;0BC;0;rare_sec_0;seccion_rare;2;3;9118
0BCB8ZZ;0BC;0;rare_sec_0;seccion_rare;2;3;9118
02RG08Z;02R;0;02R;categoria_3_char;1;75;9118
04700DZ;047;0;047;categoria_3_char;2;164;9118
047D04Z;047;0;047;categoria_3_char;1;164;9118
047J04Z;047;0;047;categoria_3_char;1;164;9118
5A02210;5A0;5;5A0;categoria_3_char;2;446;953
0MM20ZZ;0MM;0;rare_sec_0;seccion_rare;1;3;9118
067D3DZ;067;0;rare_sec_0;seccion_rare;3;4;9118
047H3EZ;047;0;047;categoria_3_char;1;164;9118
0VPS0JZ;0VP;0;rare_sec_0;seccion_rare;2;2;9118
06B00ZX;06B;0;06B;categoria_3_char;1;93;9118
07TF0ZZ;07T;0;07T;categoria_3_char;1;91;9118
0TB64ZZ;0TB;0;0TB;categoria_3_char;1;153;9118
0SR90J9;0SR;0;0SR;categoria_3_char;2;525;9118
0DSB7ZZ;0DS;0;rare_sec_0;seccion_rare;1;7;9118
047F3DZ;047;0;047;categoria_3_char;3;164;9118
0SS9XZZ;0SS;0;rare_sec_0;seccion_rare;3;13;9118
0SWR0JZ;0SW;0;rare_sec_0;seccion_rare;1;9;9118
0DLQ8ZZ;0DL;0;rare_sec_0;seccion_rare;1;8;9118
0DCM8ZZ;0DC;0;0DC;categoria_3_char;1;20;9118
0SW90JZ;0SW;0;rare_sec_0;seccion_rare;1;9;9118
0DNP4ZZ;0DN;0;0DN;categoria_3_char;1;28;9118
0UB94ZZ;0UB;0;0UB;categoria_3_char;2;58;9118
0UN64ZZ;0UN;0;rare_sec_0;seccion_rare;2;4;9118
0UNG4ZZ;0UN;0;rare_sec_0;seccion_rare;1;4;9118
0UQ64ZZ;0UQ;0;rare_sec_0;seccion_rare;1;17;9118
047L3D1;047;0;047;categoria_3_char;3;164;9118
041L0ZH;041;0;041;categoria_3_char;1;123;9118
047E3D6;047;0;047;categoria_3_char;1;164;9118
04VC3EZ;04V;0;04V;categoria_3_char;1;30;9118
04VF3DZ;04V;0;04V;categoria_3_char;2;30;9118
0C9M8ZZ;0C9;0;rare_sec_0;seccion_rare;1;8;9118
0QSP0ZZ;0QS;0;0QS;categoria_3_char;3;304;9118
0QSQ04Z;0QS;0;0QS;categoria_3_char;1;304;9118
0QBF0ZZ;0QB;0;0QB;categoria_3_char;1;187;9118
0SH304Z;0SH;0;rare_sec_0;seccion_rare;1;9;9118
0SP304Z;0SP;0;0SP;categoria_3_char;1;39;9118
0SW30AZ;0SW;0;rare_sec_0;seccion_rare;1;9;9118
0LNR0ZZ;0LN;0;rare_sec_0;seccion_rare;1;5;9118
0LBS4ZZ;0LB;0;0LB;categoria_3_char;1;83;9118
0WCR0ZZ;0WC;0;rare_sec_0;seccion_rare;1;3;9118
0LMS0ZZ;0LM;0;rare_sec_0;seccion_rare;1;19;9118
B236ZZZ;B23;B;rare_sec_B;seccion_rare;2;3;1410
0JX40ZC;0JX;0;rare_sec_0;seccion_rare;1;9;9118
0WCG4ZZ;0WC;0;rare_sec_0;seccion_rare;1;3;9118
0HBBXZZ;0HB;0;0HB;categoria_3_char;3;206;9118
0HRBX73;0HR;0;0HR;categoria_3_char;1;92;9118
0HRBXK3;0HR;0;0HR;categoria_3_char;1;92;9118
0HRDX73;0HR;0;0HR;categoria_3_char;2;92;9118
0HRDXK3;0HR;0;0HR;categoria_3_char;1;92;9118
B420YZZ;B42;B;rare_sec_B;seccion_rare;1;8;1410
BD41ZZZ;BD4;B;rare_sec_B;seccion_rare;3;3;1410
B42HZZZ;B42;B;rare_sec_B;seccion_rare;1;8;1410
0HBX0ZZ;0HB;0;0HB;categoria_3_char;2;206;9118
B41D1ZZ;B41;B;B41;categoria_3_char;3;39;1410
0BNN4ZZ;0BN;0;rare_sec_0;seccion_rare;1;3;9118
0DS64ZZ;0DS;0;rare_sec_0;seccion_rare;1;7;9118
D0Y67ZZ;D0Y;D;rare_sec_D;seccion_rare;1;1;33
0SWL04Z;0SW;0;rare_sec_0;seccion_rare;1;9;9118
0HXBXZZ;0HX;0;rare_sec_0;seccion_rare;1;11;9118
0C9PXZZ;0C9;0;rare_sec_0;seccion_rare;2;8;9118
3E04317;3E0;3;3E0;categoria_3_char;1;1527;2182
027234Z;027;0;027;categoria_3_char;1;299;9118
0F7C4ZZ;0F7;0;0F7;categoria_3_char;1;61;9118
0D1B0JB;0D1;0;0D1;categoria_3_char;1;166;9118
0D1N0ZN;0D1;0;0D1;categoria_3_char;1;166;9118
0D9A80Z;0D9;0;0D9;categoria_3_char;2;104;9118
0DPD7DZ;0DP;0;0DP;categoria_3_char;1;31;9118
B3281ZZ;B32;B;rare_sec_B;seccion_rare;1;5;1410
0LQW0ZZ;0LQ;0;0LQ;categoria_3_char;2;45;9118
0D9W40Z;0D9;0;0D9;categoria_3_char;1;104;9118
0SRS0JA;0SR;0;0SR;categoria_3_char;2;525;9118
0H97X0Z;0H9;0;0H9;categoria_3_char;1;28;9118
0CQ50ZZ;0CQ;0;rare_sec_0;seccion_rare;1;5;9118
0Y6W0Z1;0Y6;0;0Y6;categoria_3_char;1;66;9118
DB21DZZ;DB2;D;rare_sec_D;seccion_rare;1;1;33
3E033FZ;3E0;3;3E0;categoria_3_char;1;1527;2182
0DBE4ZX;0DB;0;0DB;categoria_3_char;1;882;9118
4A00X4Z;4A0;4;4A0;categoria_3_char;1;723;2157
0DSQ0ZZ;0DS;0;rare_sec_0;seccion_rare;1;7;9118
30243Y0;302;3;302;categoria_3_char;2;739;2182
0MU947Z;0MU;0;0MU;categoria_3_char;1;86;9118
0QBG0ZX;0QB;0;0QB;categoria_3_char;1;187;9118
B32T1ZZ;B32;B;rare_sec_B;seccion_rare;1;5;1410
0QSN0ZZ;0QS;0;0QS;categoria_3_char;1;304;9118
0Y6X0Z0;0Y6;0;0Y6;categoria_3_char;3;66;9118
0D9Q7ZZ;0D9;0;0D9;categoria_3_char;1;104;9118
8E09XBZ;8E0;8;8E0;categoria_3_char;1;94;94
05JY3ZZ;05J;0;rare_sec_0;seccion_rare;1;1;9118
0LQR0ZZ;0LQ;0;0LQ;categoria_3_char;1;45;9118
031409K;031;0;031;categoria_3_char;1;21;9118
0DBG8ZZ;0DB;0;0DB;categoria_3_char;1;882;9118
0SSN0ZZ;0SS;0;rare_sec_0;seccion_rare;1;13;9118
03UJ0KZ;03U;0;rare_sec_0;seccion_rare;1;17;9118
02L73DK;02L;0;rare_sec_0;seccion_rare;2;4;9118
04VM3DZ;04V;0;04V;categoria_3_char;1;30;9118
0SRG0JZ;0SR;0;0SR;categoria_3_char;1;525;9118
035R4ZZ;035;0;rare_sec_0;seccion_rare;1;1;9118
047J3EZ;047;0;047;categoria_3_char;1;164;9118
0W3Q8ZZ;0W3;0;0W3;categoria_3_char;1;60;9118
0WPQXYZ;0WP;0;0WP;categoria_3_char;1;22;9118
0KBF0ZZ;0KB;0;rare_sec_0;seccion_rare;1;11;9118
0KXF0ZZ;0KX;0;rare_sec_0;seccion_rare;1;9;9118
0HDFXZZ;0HD;0;rare_sec_0;seccion_rare;1;11;9118
0HDGXZZ;0HD;0;rare_sec_0;seccion_rare;2;11;9118
0902XZZ;090;0;rare_sec_0;seccion_rare;2;2;9118
0CBS0ZZ;0CB;0;0CB;categoria_3_char;2;39;9118
0HRNX73;0HR;0;0HR;categoria_3_char;2;92;9118
0JBQ0ZZ;0JB;0;0JB;categoria_3_char;1;103;9118
0MQM0ZZ;0MQ;0;0MQ;categoria_3_char;1;34;9118
B3201ZZ;B32;B;rare_sec_B;seccion_rare;1;5;1410
0QSR0ZZ;0QS;0;0QS;categoria_3_char;1;304;9118
0LB50ZZ;0LB;0;0LB;categoria_3_char;1;83;9118
0MB50ZZ;0MB;0;0MB;categoria_3_char;1;33;9118
0RJN0ZZ;0RJ;0;rare_sec_0;seccion_rare;1;1;9118
0RPN04Z;0RP;0;rare_sec_0;seccion_rare;1;11;9118
0HQ6XZZ;0HQ;0;0HQ;categoria_3_char;4;102;9118
04QL0ZZ;04Q;0;rare_sec_0;seccion_rare;1;5;9118
0HR6X73;0HR;0;0HR;categoria_3_char;1;92;9118
08R10JZ;08R;0;rare_sec_0;seccion_rare;1;4;9118
045Y0ZZ;045;0;rare_sec_0;seccion_rare;1;1;9118
0DB74ZX;0DB;0;0DB;categoria_3_char;1;882;9118
0WJP8ZZ;0WJ;0;0WJ;categoria_3_char;1;34;9118
0QSH35Z;0QS;0;0QS;categoria_3_char;3;304;9118
0QSJ05Z;0QS;0;0QS;categoria_3_char;2;304;9118
0QSJ06Z;0QS;0;0QS;categoria_3_char;1;304;9118
06Q60ZZ;06Q;0;rare_sec_0;seccion_rare;1;1;9118
0B9K80Z;0B9;0;0B9;categoria_3_char;1;111;9118
0BBC4ZZ;0BB;0;0BB;categoria_3_char;2;91;9118
0BBN4ZZ;0BB;0;0BB;categoria_3_char;1;91;9118
0PSG06Z;0PS;0;0PS;categoria_3_char;1;181;9118
0SW004Z;0SW;0;rare_sec_0;seccion_rare;1;9;9118
0B9140Z;0B9;0;0B9;categoria_3_char;1;111;9118
0DTK0ZZ;0DT;0;0DT;categoria_3_char;1;221;9118
0SR902Z;0SR;0;0SR;categoria_3_char;1;525;9118
