tramo_los;n;los_real_promedio;los_pred_promedio;mae;rmse;medae;bias_error_medio;pct_subestima
0-2;1183;1.2366863905325445;1.9692766990887343;0.815894858270808;1.3737258758709001;0.5091097354888916;0.7325903085561899;0.2037193575655114
3-6;680;4.004411764705883;3.602084304129376;1.4572250010336147;2.2657787734156347;1.0874701738357544;-0.4023274605765062;0.7426470588235294
7-13;249;9.220883534136545;7.415008317514595;4.376322636642609;5.554484077463373;3.9939982891082764;-1.8058752166219505;0.751004016064257
14-26;157;18.21019108280255;12.734516544706503;8.398673743958685;9.800537225977425;7.987790107727051;-5.475674538096046;0.802547770700637
27+;122;49.15573770491803;32.85774445924603;24.438887025489183;33.98370987619924;18.215986728668213;-16.297993245672007;0.8278688524590164
