tramo_los;n;los_real_promedio;los_pred_promedio;mae;rmse;medae;bias_error_medio;pct_subestima
0-2;1183;1.2366863905325445;1.97284418394882;0.8228332723789263;1.386547239759405;0.5147261619567871;0.7361577934162756;0.2147083685545224
3-6;680;4.004411764705883;3.5930911591824364;1.4397822574657553;2.2624641539063055;1.076772689819336;-0.411320605523446;0.7529411764705882
7-13;249;9.220883534136545;7.358640161384062;4.388962906527232;5.578674768063991;4.040984153747559;-1.8622433727524845;0.751004016064257
14-26;157;18.21019108280255;12.82855299627705;8.39817630561294;9.803371312465941;8.057279586791992;-5.381638086525498;0.7898089171974523
27+;122;49.15573770491803;33.62645935621418;24.149683264435314;33.352401304122026;18.608388900756836;-15.529278348703853;0.8114754098360656
