modelo;escenario;target_mode;mae_cv;mae_train;mae_test;rmse_test;medae_test;wape_test;smape_test;bias_test;pct_subestima_test;precision_plos_27;recall_plos_27;f1_plos_27;gap_mae_train_test;n_features;elapsed_minutes
XGBRegressor_regularizado;escenario_B;log1p;3.024;2.602105961397103;3.057336051137016;8.289605959679463;0.9020571708679199;0.47659998032785267;0.45560727772302584;-1.0924345797098416;0.4918444165621079;0.7866666666666666;0.48360655737704916;0.5989847715736041;0.4552;1651;6.94
XGBRegressor_regularizado;escenario_A;log1p;3.0121;2.606106538771336;3.0723366580813165;8.416750102500611;0.8916245698928833;0.47893838502232544;0.45561748887126985;-1.1311699479556592;0.4851526557925554;0.8055555555555556;0.47540983606557374;0.5979381443298969;0.4662;1650;6.25
XGBRegressor_regularizado;escenario_C;log1p;3.1258;2.8606122827804237;3.08935204129596;7.823917689879778;0.9969019889831543;0.481590867827529;0.4789932081666866;-1.3493381096498083;0.45253032204098703;0.828125;0.4344262295081967;0.5698924731182796;0.2287;560;2.64
