mae,rmse,medae,wape,smape,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,sobreestimacion_media_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x,precision_plos_27,recall_plos_27,f1_plos_27
2.0872619966041537,7.260795077564106,0.6044339778022003,0.4785664355701671,0.3806223982860781,-0.6517330278497941,0.4536326048434731,0.5463673951565269,0.6568222090962788,0.8812758417011223,0.9480212640283521,3.0189574065107636,1.3137029968114222,3.4567595088311274,4.826257021058102,0.8181818181818182,0.391304347826087,0.5294117647058824
