mae,rmse,medae,wape,smape,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,sobreestimacion_media_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x,precision_plos_27,recall_plos_27,f1_plos_27
5.756794134173217,11.641422223938447,2.3966798917033376,0.5159530438689601,0.5961638434302444,-1.9151786542590583,0.5171919770773639,0.4828080229226361,0.24498567335243554,0.5544412607449857,0.7693409742120344,7.416948762224001,3.978408909465999,9.592780528389355,13.428766922605492,0.717948717948718,0.3684210526315789,0.48695652173913045
