tramo_los;n;los_real_promedio;los_pred_promedio;mae;rmse;medae;bias_error_medio;pct_subestima
0-2;1183;1.2366863905325445;2.113880372952628;0.935337922938282;1.6360129995185477;0.550872927354253;0.8771939824200832;0.12256973795435334
3-6;680;4.004411764705883;3.64449078488588;1.625458138026338;2.7042673502380032;1.1286005698668298;-0.3599209798200018;0.711764705882353
7-13;249;9.220883534136545;7.4150965314258235;4.306356599750389;5.357681677158816;4.00768185133979;-1.8057870027107223;0.7630522088353414
14-26;157;18.21019108280255;11.361045960291321;8.198534062113849;9.484262334023638;7.980715536154662;-6.84914512251123;0.8535031847133758
27+;122;49.15573770491803;23.19272399765572;27.766387416148874;37.00739327446975;22.02196636803785;-25.963013707262313;0.9016393442622951
