segmento,precision,recall,thresholds
global,0.14176829268292682,1.0,0.0032802455
global,0.1418403660396543,1.0,0.0032866844
global,0.14191251271617497,1.0,0.0032880032
global,0.14198473282442747,1.0,0.0033053146
global,0.14205702647657842,1.0,0.0033281012
global,0.14212939378502293,1.0,0.0033298354
global,0.14220183486238533,1.0,0.003348144
global,0.14227434982151962,1.0,0.0033494763
global,0.14234693877551022,1.0,0.0033543874
global,0.14241960183767227,1.0,0.0033602188
global,0.14256515074092999,1.0,0.0033691141
global,0.14271099744245525,1.0,0.003371581
global,0.14285714285714285,1.0,0.0033779363
global,0.14293032786885246,1.0,0.0033829086
global,0.14300358790363915,1.0,0.0033886093
global,0.1431503335043612,1.0,0.0033916265
global,0.14322381930184805,1.0,0.0034065861
global,0.1433710174717369,1.0,0.003417963
global,0.14344473007712083,1.0,0.0034364343
global,0.14351851851851852,1.0,0.0034550712
global,0.1435923829130211,1.0,0.0034551898
global,0.14366632337796087,1.0,0.0034740665
global,0.1437403400309119,1.0,0.0034863718
global,0.14403717088280846,1.0,0.0034959367
global,0.1441115702479339,1.0,0.0035014397
global,0.14418604651162792,1.0,0.0035050155
global,0.14426059979317477,1.0,0.0035173865
global,0.14433523021210554,1.0,0.0035306986
global,0.14440993788819875,1.0,0.0036050552
global,0.1444847229414811,1.0,0.0036253422
global,0.14455958549222797,1.0,0.0036280698
global,0.14463452566096424,1.0,0.0036323231
global,0.14478463933575506,1.0,0.0036501533
global,0.14485981308411214,1.0,0.003655551
global,0.14493506493506494,1.0,0.0036809982
global,0.145010395010395,1.0,0.0036966987
global,0.14508580343213728,1.0,0.0036980251
global,0.14516129032258066,1.0,0.0036991283
global,0.14523685580426862,1.0,0.0037204237
global,0.1453125,1.0,0.0037260393
global,0.1453882230328296,1.0,0.0037448069
global,0.1454640250260688,1.0,0.0037548589
global,0.14553990610328638,1.0,0.0037636936
global,0.14561586638830898,1.0,0.0037712355
global,0.14569190600522194,1.0,0.0037781657
global,0.14576802507836992,1.0,0.003779898
global,0.14584422373235756,1.0,0.0037949553
global,0.1459205020920502,1.0,0.0038000762
global,0.14599686028257458,1.0,0.0038225912
global,0.14614981665793608,1.0,0.0038404507
global,0.14622641509433962,1.0,0.0038456495
global,0.14630309386470897,1.0,0.0038558086
global,0.14637985309548793,1.0,0.003864037
global,0.14645669291338584,1.0,0.0038752714
global,0.14653361344537816,1.0,0.0038774256
global,0.1466106148187073,1.0,0.0039034623
global,0.14668769716088328,1.0,0.0039313403
global,0.14676486059968438,1.0,0.0039335275
global,0.147074327886136,1.0,0.0039574853
global,0.14715189873417722,1.0,0.0039590006
global,0.14722955145118732,1.0,0.0039611827
global,0.14730728616684266,1.0,0.0039655366
global,0.1473851030110935,1.0,0.003989755
global,0.1474630021141649,1.0,0.0039981017
global,0.14754098360655737,1.0,0.0040103677
global,0.14761904761904762,1.0,0.004013786
global,0.14769719428268926,1.0,0.0040366547
global,0.14777542372881355,1.0,0.004037694
global,0.1478537360890302,1.0,0.004045631
global,0.147932131495228,1.0,0.0040462017
global,0.14801061007957558,1.0,0.0040566223
global,0.1480891719745223,1.0,0.0040662875
global,0.14824654622741765,1.0,0.004082077
global,0.14832535885167464,1.0,0.004094911
global,0.14840425531914894,1.0,0.004109139
global,0.1485623003194888,1.0,0.0041655577
global,0.14872068230277186,1.0,0.0041664285
global,0.1488,1.0,0.004169692
global,0.14887940234791888,1.0,0.0041833003
global,0.14895888948211425,1.0,0.0041960147
global,0.14903846153846154,1.0,0.0041990923
global,0.14911811865312666,1.0,0.004199603
global,0.14919786096256685,1.0,0.0042005284
global,0.1492776886035313,1.0,0.0042078043
global,0.1493576017130621,1.0,0.0042080483
global,0.1494376004284949,1.0,0.004214377
global,0.1495176848874598,1.0,0.004219377
global,0.14959785522788205,1.0,0.00424392
