mae,rmse,medae,wape,smape,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,subestimacion_mediana_solo_subestimados,subestimacion_p90_solo_subestimados,sobreestimacion_media_solo_sobrestimados,sobreestimacion_mediana_solo_sobrestimados,sobreestimacion_p90_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x,precision_plos_27,recall_plos_27,f1_plos_27
3.057336051137016,8.289605959679463,0.9020571708679199,0.47659998032771284,0.4556072777133837,-1.0924345797098416,0.4918444165621079,0.5081555834378921,0.5269761606022585,0.7766624843161857,0.9017147636971978,4.218580603042022,1.2926149368286133,9.661281108856201,1.9333660157129107,0.7120717763900757,4.0858407974243445,5.132221366560445,7.2071066819838725,0.7866666666666666,0.48360655737704916,0.598984771573604
