tramo,n_casos,los_real_promedio,los_pred_promedio,mae,rmse,medae,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,sobreestimacion_media_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x
0-2,1183,1.2366863905325445,1.8539363164844986,0.7898846907389584,1.4500396673617113,0.44446441621995936,0.6172499259519542,0.2975486052409129,0.702451394759087,0.7624683009298394,0.9551986475063398,0.9923922231614539,0.29009506639634375,1.0015885990044222,0.8762020731324605,0.9625194555259625
3-6,680,4.004411764705883,3.921068838204626,1.6148317351971782,3.0351700154738075,0.9740241920794981,-0.08334292650125587,0.6514705882352941,0.34852941176470587,0.5102941176470588,0.8808823529411764,0.9808823529411764,1.3033394694750964,2.1970725525595514,2.463919066046395,3.3130063968956125
7-13,249,9.220883534136545,8.433420097734944,5.559442221242494,8.342045485270981,4.040897334461398,-0.7874634364016033,0.751004016064257,0.24899598393574296,0.10040160642570281,0.321285140562249,0.7831325301204819,4.2256136597683955,9.58244126955953,8.732895050064542,11.90634787888659
14-26,157,18.21019108280255,15.520248331147231,12.413313547977845,20.27746215480318,10.087152924646151,-2.689942751655316,0.7643312101910829,0.2356687898089172,0.044585987261146494,0.11464968152866242,0.33121019108280253,9.88004682934336,20.629313716522123,19.964941697794426,27.516569847611
27+,122,49.15573770491803,94.53083974783414,79.70046066012026,233.3554897522093,24.53887613947734,45.37510204291608,0.639344262295082,0.36065573770491804,0.02459016393442623,0.06557377049180328,0.12295081967213115,26.844190713454555,173.4002119292095,96.86313996872235,114.02581927732444
