mae,rmse,medae,wape,smape,bias_error_medio,pct_subestima,pct_sobrestima,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,subestimacion_media_solo_subestimados,subestimacion_mediana_solo_subestimados,subestimacion_p90_solo_subestimados,sobreestimacion_media_solo_sobrestimados,sobreestimacion_mediana_solo_sobrestimados,sobreestimacion_p90_solo_sobrestimados,costo_asimetrico_2x,costo_asimetrico_3x,precision_plos_27,recall_plos_27,f1_plos_27
6.310818364590064,53.07018087776434,0.8659463356111972,0.983776679471275,0.4803494683157941,2.3383088724141308,0.49351735675449604,0.506482643245504,0.5370138017565872,0.767461313258051,0.8795483061480552,4.024690760929093,1.0675813534675698,10.840865857688758,8.538424122079698,0.7599218356320725,5.959081187846181,8.297073110678031,10.283327856765998,0.6597938144329897,0.5245901639344263,0.5844748858447489
