modelo,alcance,segmento,tramo_real,metrica,valor,ic95_inf,ic95_sup,n_boot,n
LR,global,todos,todos,mae,3.336523304926834,2.6887425922477415,4.088969697338036,2000,1693
LR,global,todos,todos,rmse,15.261880746572505,10.88099959017786,19.993553180604778,2000,1693
LR,global,todos,todos,medae,0.5771935071970784,0.5196595806100062,0.6350506690135056,2000,1693
LR,global,todos,todos,me,0.743942025280716,0.04798454650458215,1.4928156490951254,2000,1693
LR,global,todos,todos,pup,0.4896633195510927,0.4654459539279386,0.5132900177200236,2000,1693
LR,global,todos,todos,mae_asimetrico_alpha_2,4.632813944749894,3.796634826522558,5.5160075053344215,2000,1693
LR,global,todos,todos,precision_plos_14,0.7605633802816901,0.6575342465753424,0.8571428571428571,2000,1693
LR,global,todos,todos,recall_plos_14,0.5454545454545454,0.4468033464160297,0.6413043478260869,2000,1693
LR,global,todos,todos,f1_plos_14,0.6352941176470589,0.5465820453560596,0.7106659128635696,2000,1693
XGB,global,todos,todos,mae,1.8363191811482573,1.613714816776078,2.089251467939929,2000,1693
XGB,global,todos,todos,rmse,5.500659312923694,4.122959430065501,6.931690775119372,2000,1693
XGB,global,todos,todos,medae,0.5848431999999999,0.5502578,0.6492172,2000,1693
XGB,global,todos,todos,me,-0.6077601811246308,-0.8821165945018311,-0.3565391299147669,2000,1693
XGB,global,todos,todos,pup,0.4181925575900768,0.39338452451269934,0.4412285883047844,2000,1693
XGB,global,todos,todos,mae_asimetrico_alpha_2,3.0583588622847016,2.6180093474616064,3.571330357366213,2000,1693
XGB,global,todos,todos,precision_plos_14,0.8051948051948052,0.7027027027027027,0.8904398415580127,2000,1693
XGB,global,todos,todos,recall_plos_14,0.6262626262626263,0.5282663826333942,0.7216494845360825,2000,1693
XGB,global,todos,todos,f1_plos_14,0.7045454545454545,0.6235255920550037,0.7767101248266296,2000,1693
