modelo;target_entrenamiento;mae;rmse;medae;precision_plos_27;recall_plos_27;f1_plos_27
XGBRegressor_v1;log1p(los_dias);2.9708354473114014;7.688615423397522;0.8261406421661377;0.7468354430379747;0.48360655737704916;0.5870646766169154
