tramo_los;n;los_real_promedio;los_pred_promedio;mae;medae;error_medio;pct_subestima
0-2;1183;1.2366863905325445;1.8996828;0.7603265733307736;0.4625478982925415;0.6629963399793571;22.231614539306847
3-6;680;4.004411764705883;3.7440257;1.4598329257439164;0.9909946918487549;-0.2603860070600229;71.61764705882354
7-13;249;9.220883534136545;7.7149854;4.474719629230269;3.849946975708008;-1.5058979389657936;75.50200803212851
14-26;157;18.21019108280255;13.049666;8.663491560395356;8.499704360961914;-5.160525183768788;80.89171974522293
27+;122;49.15573770491803;33.481247;22.432303969977333;17.552443504333496;-15.674490563205032;80.32786885245902
