modelo,tramo,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio
RF,0-2,1183,1.1491845222261368,1.73700747234589,0.9840061898934531,1.146397867844709,0.0253592561284869,1.1505778494168506,0.536770921386306,0.9349112426035503,0.9907016060862215,1.2299239222316145,2.376321790076324
RF,3-6,680,1.6380592106184448,2.198729540035961,1.2500041969651752,-0.6022413361674072,0.788235294117647,2.758209484011371,0.425,0.8720588235294118,0.9897058823529412,4.0323529411764705,3.4301116050090634
RF,7-13,249,3.721382211351142,4.335522877165021,3.726533289273765,-2.705075860489125,0.7831325301204819,6.9346112472712775,0.11244979919678715,0.40963855421686746,0.9236947791164659,9.028112449799197,6.323036589310072
RF,14-26,157,9.558156095304078,10.526039924881534,9.534165261187615,-9.42465411299652,0.9681528662420382,19.049561199454377,0.01910828025477707,0.07006369426751592,0.2802547770700637,18.67515923566879,9.250505122672271
RF,27+,122,34.32688769787291,42.89369950419179,26.126211471808958,-34.32688769787291,1.0,68.65377539574582,0.0,0.0,0.0,46.81967213114754,12.492784433274624
