modelo,n_casos,mae,rmse,medae,me,pup,mae_asimetrico_alpha_2,pct_error_abs_le_1d,pct_error_abs_le_3d,pct_error_abs_le_7d,los_real_promedio,los_pred_promedio
XGB,2391,3.559831447802743,9.457502576296177,1.1738653182983398,-2.0295264711443823,0.451693851944793,6.3545104072763055,0.4278544542032622,0.7570054370556253,0.8874947720618988,6.310748640736094,4.281222169591712
RF,2391,3.8011294561872577,10.294623023008278,1.128962257224952,-2.2561481869829727,0.4328732747804266,6.829768277772373,0.3994144709326641,0.7578419071518193,0.8862400669176077,6.310748640736094,4.054600453753121
LR,2391,6.676382212589561,69.5686929726674,0.8486132594019953,2.7609224695452763,0.4968632371392723,8.634112084111704,0.5424508573818486,0.7624424926808867,0.8833124215809285,6.310748640736094,9.071671110281372
