tramo_los;n;los_real_promedio;los_pred_promedio;mae;medae;error_medio;pct_subestima
0-2;1183;1.2366863905325445;1.960513;0.8031104512871672;0.5049207210540771;0.7238265779798352;15.891800507185122
3-6;680;4.004411764705883;3.6096637;1.4701728287865135;1.0665549039840698;-0.39474822913899144;74.41176470588235
7-13;249;9.220883534136545;7.5223503;4.406047323142668;3.9048614501953125;-1.698533184557076;75.1004016064257
14-26;157;18.21019108280255;12.525297;8.403229078669456;8.242856979370117;-5.684894078856061;80.89171974522293
27+;122;49.15573770491803;31.284153;22.793222747865272;17.581271171569824;-17.871583227251396;86.0655737704918
