tramo_los;n;los_real_promedio;los_pred_promedio;mae;medae;error_medio;pct_subestima
0-2;1183;1.2366863905325445;1.9906819306811412;0.8401414210237622;0.5195793847302905;0.7539955401485968;18.427726120033814
3-6;680;4.004411764705883;3.5672393929096837;1.4773515562413004;1.0664254621585325;-0.43717237179619833;75.29411764705883
7-13;249;9.220883534136545;6.984806952814746;3.939649239323184;3.790032031891317;-2.2360765813218;76.70682730923694
14-26;157;18.21019108280255;12.579285112586318;8.78965564522733;8.244882407506877;-5.630905970216229;82.16560509554141
27+;122;49.15573770491803;33.42506577194478;22.58939970638153;18.273859707836408;-15.730671932973252;79.50819672131148
