modelo;target_entrenamiento;mae;rmse;medae;precision_plos_27;recall_plos_27;f1_plos_27
XGBRegressor_v1;log1p(los_dias);2.989118814468384;7.918799049568765;0.8672842979431152;0.8108108108108109;0.4918032786885246;0.6122448979591837
