tramo_los;n;los_real_promedio;los_pred_promedio;mae;medae;error_medio;pct_subestima
0-2;1183;1.2366863905325445;1.8538863177185425;0.7897177238408092;0.4426899330419767;0.6171999271859981;29.754860524091292
3-6;680;4.004411764705883;3.920643116821546;1.6143081413470384;0.9755420818986682;-0.08376864788433663;65.14705882352942
7-13;249;9.220883534136545;8.431181058767702;5.557177210286107;4.047229244582036;-0.789702475368844;75.1004016064257
14-26;157;18.21019108280255;15.5290948964256;12.425408647943684;10.08631873692847;-2.6810961863769474;76.43312101910828
27+;122;49.15573770491803;94.47363427426716;79.65421136356018;24.617574773236782;45.317896569349124;63.934426229508205
