tramo_los;n;los_real_promedio;los_pred_promedio;mae;medae;error_medio;pct_subestima
0-2;1183;1.2366863905325445;2.4178070438377333;2.001827631102211;1.0;1.181120653305189;43.53338968723584
3-6;680;4.004411764705883;4.70939903875673;3.116806188845844;1.97725711849387;0.7049872740508473;57.05882352941176
7-13;249;9.220883534136545;10.523950028292354;6.95518380011523;4.826712279330973;1.3030664941558079;51.80722891566265
14-26;157;18.21019108280255;17.106073207728855;9.65865917812613;8.31553018104918;-1.1041178750736922;60.509554140127385
27+;122;49.15573770491803;37.179100355232045;20.982982497703027;14.86288053712622;-11.976637349685994;71.31147540983606
