tramo_los;n;los_real_promedio;los_pred_promedio;mae;rmse;medae;bias_error_medio;pct_subestima
0-2;1183;1.2366863905325445;2.093941421370515;0.9197108620030171;1.6151261633105451;0.5439696575000539;0.8572550308379707;0.11749788672865596
3-6;680;4.004411764705883;3.7117828645675015;1.5579966050637548;2.635069100518971;1.0981835789040455;-0.2926289001383807;0.6882352941176471
7-13;249;9.220883534136545;7.3908697396539;4.286338903313088;5.3446126491591555;3.927840876595318;-1.8300137944826467;0.7590361445783133
14-26;157;18.21019108280255;11.513609171853902;8.15608883187059;9.43425389452362;7.832060711825614;-6.6965819109486455;0.8535031847133758
27+;122;49.15573770491803;23.70552708521208;27.200541854835194;36.55420709239167;21.52197586691397;-25.450210619705953;0.8934426229508197
