tramo_los;n;los_real_promedio;los_pred_promedio;mae;rmse;medae;bias_error_medio;pct_subestima
0-2;1183;1.2366863905325445;2.1009992747208046;0.9249018231179736;1.6245660480228146;0.5492559624222719;0.8643128841882602;0.11242603550295859
3-6;680;4.004411764705883;3.703081301480162;1.5606550117613263;2.6168300422385866;1.0846339476545905;-0.3013304632257209;0.6955882352941176
7-13;249;9.220883534136545;7.4055316340796145;4.319194774316136;5.416750736512915;3.9563516564924317;-1.8153519000569318;0.7630522088353414
14-26;157;18.21019108280255;11.55022806664984;8.163977962793043;9.434402578084814;7.631753455516387;-6.659963016152708;0.8471337579617835
27+;122;49.15573770491803;23.65746540122237;27.189277425197606;36.63352175304818;21.284372259518257;-25.49827230369566;0.8852459016393442
